Dates,Dates Url,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,#1 Release Url,Genre,Budget,Running Time,Week,Week Url,Long Weekend,Country
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=MY&ref_=bo_wey_table_14,"$368,962",-40.60%,"$368,962",-40.60%,9,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2805039105/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=MY&ref_=bo_wey_table_14,FALSE,Malaysia
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=MY&ref_=bo_wey_table_15,"$621,011",-56.80%,"$621,011",-56.80%,7,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2805039105/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=MY&ref_=bo_wey_table_15,FALSE,Malaysia
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=MY&ref_=bo_wey_table_16,"$1,438,853",5660.50%,"$1,438,853",5660.50%,6,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2805039105/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=MY&ref_=bo_wey_table_16,FALSE,Malaysia
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=CZ&ref_=bo_wey_table_16,"$1,122,041",26.60%,"$1,320,405",25.70%,21,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl3878715393/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=CZ&ref_=bo_wey_table_16,FALSE,Czech Replublic
Feb 26-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=FR&ref_=bo_wey_table_14,"$10,526,566",-36.30%,"$14,699,613",-29.80%,31,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1328644097/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=FR&ref_=bo_wey_table_14,FALSE,France
Feb 19-23,https://www.boxofficemojo.com/weekend/2025W08/?area=FR&ref_=bo_wey_table_15,"$16,523,649",-6.80%,"$20,951,039",-4.20%,31,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1328644097/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=FR&ref_=bo_wey_table_15,FALSE,France
Feb 12-16,https://www.boxofficemojo.com/weekend/2025W07/?area=FR&ref_=bo_wey_table_16,"$17,735,392",20.50%,"$21,861,993",15.80%,35,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1328644097/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=FR&ref_=bo_wey_table_16,FALSE,France
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=SG&ref_=bo_wey_table_13,"$151,619",-55.90%,"$160,805",-53.50%,15,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2637266945/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=SG&ref_=bo_wey_table_13,FALSE,Singapore
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=SG&ref_=bo_wey_table_14,"$343,998",-28.10%,"$345,939",-27.80%,12,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2637266945/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=SG&ref_=bo_wey_table_14,FALSE,Singapore
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=SG&ref_=bo_wey_table_15,"$478,208",-47.30%,"$478,820",-47.20%,11,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2637266945/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=SG&ref_=bo_wey_table_15,FALSE,Singapore
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=SG&ref_=bo_wey_table_16,"$907,329",1606.20%,"$907,329",1606.20%,7,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2637266945/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=SG&ref_=bo_wey_table_16,FALSE,Singapore
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=ZA&ref_=bo_wey_table_12,"$199,267",-6.30%,"$225,556",-1.70%,24,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl4214325249/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=ZA&ref_=bo_wey_table_12,FALSE,South Africa
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=ZA&ref_=bo_wey_table_13,"$212,591",-30.50%,"$229,477",-32.20%,23,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl4214325249/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=ZA&ref_=bo_wey_table_13,FALSE,South Africa
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=ZA&ref_=bo_wey_table_14,"$305,916",1.20%,"$338,410",3.50%,27,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl4214325249/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=ZA&ref_=bo_wey_table_14,FALSE,South Africa
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=ZA&ref_=bo_wey_table_15,"$302,176",-42.40%,"$326,991",-41.60%,23,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl4214325249/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=ZA&ref_=bo_wey_table_15,FALSE,South Africa
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=ZA&ref_=bo_wey_table_16,"$524,645",154.80%,"$560,010",138.50%,22,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl4214325249/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=ZA&ref_=bo_wey_table_16,FALSE,South Africa
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=ES&ref_=bo_wey_table_15,"$3,850,633",-34.10%,"$4,643,433",-30.70%,71,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1144094721/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=ES&ref_=bo_wey_table_15,FALSE,Spain
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=ES&ref_=bo_wey_table_16,"$5,847,559",77.70%,"$6,704,856",67.90%,29,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1144094721/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=ES&ref_=bo_wey_table_16,FALSE,Spain
Feb 12-16,https://www.boxofficemojo.com/weekend/2025W07/?area=CH&ref_=bo_wey_table_16,"$1,482,535",163.50%,"$1,485,743",163.80%,12,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2670821377/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=CH&ref_=bo_wey_table_16,FALSE,Switzerland
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=TW&ref_=bo_wey_table_12,"$78,865",-90.30%,"$78,865",-90.30%,8,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2419163137/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=TW&ref_=bo_wey_table_12,FALSE,Taiwan
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=TW&ref_=bo_wey_table_14,"$503,032",-0.70%,"$503,618",-0.60%,11,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2419163137/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=TW&ref_=bo_wey_table_14,FALSE,Taiwan
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=TW&ref_=bo_wey_table_15,"$506,484",-67.10%,"$506,484",-67.10%,10,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2419163137/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=TW&ref_=bo_wey_table_15,FALSE,Taiwan
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=TW&ref_=bo_wey_table_16,"$1,537,207",439.30%,"$1,537,207",439.30%,10,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2419163137/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=TW&ref_=bo_wey_table_16,FALSE,Taiwan
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=TH&ref_=bo_wey_table_12,"$23,410",-79.70%,"$23,410",-79.70%,7,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2435940353/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=TH&ref_=bo_wey_table_12,FALSE,Thailand
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=TH&ref_=bo_wey_table_13,"$115,189",-58%,"$115,189",-58%,8,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2435940353/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=TH&ref_=bo_wey_table_13,FALSE,Thailand
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=TH&ref_=bo_wey_table_14,"$274,454",-6%,"$274,454",-6%,10,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2435940353/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=TH&ref_=bo_wey_table_14,FALSE,Thailand
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=TH&ref_=bo_wey_table_15,"$291,900",-83.30%,"$291,900",-83.30%,6,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2435940353/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=TH&ref_=bo_wey_table_15,FALSE,Thailand
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=TH&ref_=bo_wey_table_16,"$1,748,433",6646.30%,"$1,748,433",6646.30%,7,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl2435940353/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=TH&ref_=bo_wey_table_16,FALSE,Thailand
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=AE&ref_=bo_wey_table_13,"$533,966",-49.90%,"$674,793",-45.20%,54,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1378910209/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=AE&ref_=bo_wey_table_13,FALSE,UAE
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=AE&ref_=bo_wey_table_15,"$2,130,081",-16.60%,"$2,379,222",-15.50%,49,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1378910209/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=AE&ref_=bo_wey_table_15,FALSE,UAE
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=AE&ref_=bo_wey_table_16,"$2,554,801",56.60%,"$2,816,968",39.40%,46,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl1378910209/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=AE&ref_=bo_wey_table_16,FALSE,UAE
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=RO&ref_=bo_wey_table_15,"$409,992",-45.40%,"$534,985",-44%,38,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl3677388801/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=RO&ref_=bo_wey_table_15,FALSE,Romania
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=RO&ref_=bo_wey_table_16,"$750,672",62.10%,"$954,564",37%,37,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl3677388801/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=RO&ref_=bo_wey_table_16,FALSE,Romania
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=PT&ref_=bo_wey_table_15,"$683,531",-38.20%,"$781,006",-37%,40,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl3224469505/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=PT&ref_=bo_wey_table_15,FALSE,Portugal
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=PT&ref_=bo_wey_table_16,"$1,106,080",46.40%,"$1,239,286",33.30%,37,Captain America: Brave New World,https://www.boxofficemojo.com/release/rl3224469505/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=PT&ref_=bo_wey_table_16,FALSE,Portugal
Jan 4-5,https://www.boxofficemojo.com/weekend/2025W01/?area=JP&ref_=bo_wey_table_22,"$17,517,827",37.90%,"$17,532,467",38%,13,Cells at Work!,https://www.boxofficemojo.com/release/rl1612873729/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=JP&ref_=bo_wey_table_22,FALSE,Japan
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=SK&ref_=bo_wey_table_12,"$374,366",19.80%,"$449,282",22.40%,21,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=SK&ref_=bo_wey_table_12,FALSE,Slovakia
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=SK&ref_=bo_wey_table_13,"$312,439",-24.50%,"$367,183",-19.40%,22,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=SK&ref_=bo_wey_table_13,FALSE,Slovakia
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=SK&ref_=bo_wey_table_14,"$413,814",-28%,"$455,830",-27.20%,20,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=SK&ref_=bo_wey_table_14,FALSE,Slovakia
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=SK&ref_=bo_wey_table_15,"$574,464",-27.70%,"$625,742",-28.60%,21,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=SK&ref_=bo_wey_table_15,FALSE,Slovakia
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=SK&ref_=bo_wey_table_16,"$794,790",-9%,"$875,983",-6%,21,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=SK&ref_=bo_wey_table_16,FALSE,Slovakia
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=SK&ref_=bo_wey_table_17,"$873,417",-36.50%,"$932,251",-34.60%,22,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=SK&ref_=bo_wey_table_17,FALSE,Slovakia
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=SK&ref_=bo_wey_table_18,"$1,376,519",263.50%,"$1,425,773",228.40%,20,Cernak,https://www.boxofficemojo.com/release/rl3173810177/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=SK&ref_=bo_wey_table_18,FALSE,Slovakia
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=TH&ref_=bo_wey_table_18,"$229,690",123.80%,"$229,690",123.80%,8,Companion,https://www.boxofficemojo.com/release/rl321748993/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=TH&ref_=bo_wey_table_18,FALSE,Thailand
Feb 7-9,https://www.boxofficemojo.com/weekend/2025W06/?area=IN&ref_=bo_wey_table_17,"$102,624",-11.40%,"$102,624",-11.40%,9,Conclave,https://www.boxofficemojo.com/release/rl3759636481/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=IN&ref_=bo_wey_table_17,FALSE,Australia
Feb 7-9,https://www.boxofficemojo.com/weekend/2025W06/?area=IN&ref_=bo_wey_table_17,"$102,624",-11.40%,"$102,624",-11.40%,9,Conclave,https://www.boxofficemojo.com/release/rl3759636481/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=IN&ref_=bo_wey_table_17,FALSE,India
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=IL&ref_=bo_wey_table_18,"$156,909",-5.50%,"$156,909",-5.50%,9,Conclave,https://www.boxofficemojo.com/release/rl2383904769/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=IL&ref_=bo_wey_table_18,FALSE,Israel
May 15-18,https://www.boxofficemojo.com/weekend/2025W20/?area=UY&ref_=bo_wey_table_3,$838,-43.10%,$838,-43.10%,1,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_3,-,-,-,20,https://www.boxofficemojo.com/weekend/2025W20/?area=UY&ref_=bo_wey_table_3,FALSE,Uruguay
May 8-11,https://www.boxofficemojo.com/weekend/2025W19/?area=UY&ref_=bo_wey_table_4,"$1,472",-40.70%,"$1,472",-40.70%,1,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_4,-,-,-,19,https://www.boxofficemojo.com/weekend/2025W19/?area=UY&ref_=bo_wey_table_4,FALSE,Uruguay
May 1-4,https://www.boxofficemojo.com/weekend/2025W18/?area=UY&ref_=bo_wey_table_5,"$2,481",-52.60%,"$2,481",-52.60%,2,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_5,-,-,-,18,https://www.boxofficemojo.com/weekend/2025W18/?area=UY&ref_=bo_wey_table_5,FALSE,Uruguay
Apr 24-27,https://www.boxofficemojo.com/weekend/2025W17/?area=UY&ref_=bo_wey_table_6,"$5,237",-38%,"$5,237",-38%,4,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=UY&ref_=bo_wey_table_6,FALSE,Uruguay
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=UY&ref_=bo_wey_table_14,"$36,423",-0.70%,"$36,423",-0.70%,9,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=UY&ref_=bo_wey_table_14,FALSE,Uruguay
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=UY&ref_=bo_wey_table_15,"$36,675",-26.50%,"$36,675",-26.50%,10,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=UY&ref_=bo_wey_table_15,FALSE,Uruguay
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=UY&ref_=bo_wey_table_17,"$37,512",24%,"$37,512",24%,9,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=UY&ref_=bo_wey_table_17,FALSE,Uruguay
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=UY&ref_=bo_wey_table_18,"$30,245",13.30%,"$30,245",13.30%,8,Conclave,https://www.boxofficemojo.com/release/rl3927408641/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=UY&ref_=bo_wey_table_18,FALSE,Uruguay
May 15-18,https://www.boxofficemojo.com/weekend/2025W20/?area=PT&ref_=bo_wey_table_3,"$1,850",-99.60%,"$1,850",-99.70%,2,Conclave,https://www.boxofficemojo.com/release/rl2149023745/?ref_=bo_wey_table_3,-,-,-,20,https://www.boxofficemojo.com/weekend/2025W20/?area=PT&ref_=bo_wey_table_3,FALSE,Portugal
Jan 24-26,https://www.boxofficemojo.com/weekend/2025W04/?area=KR&ref_=bo_wey_table_19,"$8,514,425",186.70%,"$9,081,298",143.10%,38,Dark Nuns,https://www.boxofficemojo.com/release/rl1948942337/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=KR&ref_=bo_wey_table_19,FALSE,South Korea
Feb 7-9,https://www.boxofficemojo.com/weekend/2025W06/?area=TR&ref_=bo_wey_table_17,"$1,565,139",-35.90%,"$1,846,058",-31.40%,51,Dayi: Bir Adamin Hikayesi 2,https://www.boxofficemojo.com/release/rl3895361537/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=TR&ref_=bo_wey_table_17,FALSE,Turkey
Apr 19-20,https://www.boxofficemojo.com/weekend/2025W16/?area=JP&ref_=bo_wey_table_7,"$51,741,865",730.50%,"$52,173,246",731.80%,19,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,https://www.boxofficemojo.com/release/rl801144833/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=JP&ref_=bo_wey_table_7,FALSE,Japan
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=GR&ref_=bo_wey_table_18,"$131,387",-46.80%,"$133,980",-45.80%,12,Den of Thieves: Pantera,https://www.boxofficemojo.com/release/rl3425075201/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=GR&ref_=bo_wey_table_18,FALSE,Greece
Jan 23-26,https://www.boxofficemojo.com/weekend/2025W04/?area=GR&ref_=bo_wey_table_19,"$247,000",83.50%,"$247,405",83.80%,11,Den of Thieves: Pantera,https://www.boxofficemojo.com/release/rl3425075201/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=GR&ref_=bo_wey_table_19,FALSE,Greece
Jan 9-12,https://www.boxofficemojo.com/weekend/2025W02/?area=IL&ref_=bo_wey_table_21,"$379,063",21.60%,"$379,063",21.60%,5,Den of Thieves: Pantera,https://www.boxofficemojo.com/release/rl3441852417/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=IL&ref_=bo_wey_table_21,FALSE,Israel
Feb 7-9,https://www.boxofficemojo.com/weekend/2025W06/?area=TW&ref_=bo_wey_table_17,"$285,029",-62.20%,"$285,029",-62.20%,9,Den of Thieves: Pantera,https://www.boxofficemojo.com/release/rl724140033/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=TW&ref_=bo_wey_table_17,FALSE,Taiwan
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=TW&ref_=bo_wey_table_18,"$754,971",441.90%,"$754,971",441.90%,9,Den of Thieves: Pantera,https://www.boxofficemojo.com/release/rl724140033/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=TW&ref_=bo_wey_table_18,FALSE,Taiwan
May 31-Jun 1,https://www.boxofficemojo.com/weekend/2025W22/?area=JP&ref_=bo_wey_table_1,"$9,257,587",-12.90%,"$9,426,307",-13.60%,18,Detective Conan: One-eyed Flashback,https://www.boxofficemojo.com/release/rl3904929793/?ref_=bo_wey_table_1,-,-,-,22,https://www.boxofficemojo.com/weekend/2025W22/?area=JP&ref_=bo_wey_table_1,FALSE,Japan
May 24-25,https://www.boxofficemojo.com/weekend/2025W21/?area=JP&ref_=bo_wey_table_2,"$10,628,563",1.80%,"$10,906,063",-0.80%,18,Detective Conan: One-eyed Flashback,https://www.boxofficemojo.com/release/rl3904929793/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=JP&ref_=bo_wey_table_2,FALSE,Japan
May 17-18,https://www.boxofficemojo.com/weekend/2025W20/?area=JP&ref_=bo_wey_table_3,"$10,443,192",-9.20%,"$10,989,676",-6.30%,19,Detective Conan: One-eyed Flashback,https://www.boxofficemojo.com/release/rl3904929793/?ref_=bo_wey_table_3,-,-,-,20,https://www.boxofficemojo.com/weekend/2025W20/?area=JP&ref_=bo_wey_table_3,FALSE,Japan
May 10-11,https://www.boxofficemojo.com/weekend/2025W19/?area=JP&ref_=bo_wey_table_4,"$11,498,218",-49.20%,"$11,729,028",-48.20%,17,Detective Conan: One-eyed Flashback,https://www.boxofficemojo.com/release/rl3904929793/?ref_=bo_wey_table_4,-,-,-,19,https://www.boxofficemojo.com/weekend/2025W19/?area=JP&ref_=bo_wey_table_4,FALSE,Japan
May 3-4,https://www.boxofficemojo.com/weekend/2025W18/?area=JP&ref_=bo_wey_table_5,"$22,641,980",4.40%,"$22,663,071",4.40%,12,Detective Conan: One-eyed Flashback,https://www.boxofficemojo.com/release/rl3904929793/?ref_=bo_wey_table_5,-,-,-,18,https://www.boxofficemojo.com/weekend/2025W18/?area=JP&ref_=bo_wey_table_5,FALSE,Japan
Apr 26-27,https://www.boxofficemojo.com/weekend/2025W17/?area=JP&ref_=bo_wey_table_6,"$21,695,225",-58.10%,"$21,701,736",-58.40%,12,Detective Conan: One-eyed Flashback,https://www.boxofficemojo.com/release/rl3904929793/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=JP&ref_=bo_wey_table_6,FALSE,Japan
May 9-11,https://www.boxofficemojo.com/weekend/2025W19/?area=VN&ref_=bo_wey_table_3,"$2,879,144",-37.70%,"$2,888,084",-37.60%,15,Detective Kien: The Headless Horror,https://www.boxofficemojo.com/release/rl3032645633/?ref_=bo_wey_table_3,-,-,-,19,https://www.boxofficemojo.com/weekend/2025W19/?area=VN&ref_=bo_wey_table_3,FALSE,Vietnam
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=VN&ref_=bo_wey_table_5,"$2,108,232",72597.70%,"$2,127,113",73248.70%,23,Detective Kien: The Headless Horror,https://www.boxofficemojo.com/release/rl3032645633/?ref_=bo_wey_table_5,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=VN&ref_=bo_wey_table_5,FALSE,Vietnam
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=AE&ref_=bo_wey_table_18,"$1,577,012",2.30%,"$2,032,193",10.40%,50,Deva,https://www.boxofficemojo.com/release/rl1647280129/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=AE&ref_=bo_wey_table_18,FALSE,UAE
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=IN&ref_=bo_wey_table_6,"$17,715",-72.60%,"$17,715",-72.60%,4,Dog Man,https://www.boxofficemojo.com/release/rl574521345/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=IN&ref_=bo_wey_table_6,FALSE,Australia
