Dates,Dates Url,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,#1 Release Url,Genre,Budget,Running Time,Week,Week Url,Long Weekend,Country
Apr 2-6,https://www.boxofficemojo.com/weekend/2025W14/?area=CH&ref_=bo_wey_table_9,"$193,085",-66%,"$193,917",-65.90%,12,Snow White,https://www.boxofficemojo.com/release/rl507019265/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=CH&ref_=bo_wey_table_9,FALSE,Switzerland
Mar 26-30,https://www.boxofficemojo.com/weekend/2025W13/?area=CH&ref_=bo_wey_table_10,"$567,240",-25.10%,"$568,293",-25.60%,12,Snow White,https://www.boxofficemojo.com/release/rl507019265/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=CH&ref_=bo_wey_table_10,FALSE,Switzerland
Mar 19-23,https://www.boxofficemojo.com/weekend/2025W12/?area=CH&ref_=bo_wey_table_11,"$756,883",-5.10%,"$763,899",-4.90%,14,Snow White,https://www.boxofficemojo.com/release/rl507019265/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=CH&ref_=bo_wey_table_11,FALSE,Switzerland
Mar 28-30,https://www.boxofficemojo.com/weekend/2025W13/?area=TW&ref_=bo_wey_table_10,"$191,341",-49.10%,"$191,341",-49.10%,7,Snow White,https://www.boxofficemojo.com/release/rl523796481/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=TW&ref_=bo_wey_table_10,FALSE,Taiwan
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=TW&ref_=bo_wey_table_11,"$376,241",377.10%,"$376,241",377.10%,10,Snow White,https://www.boxofficemojo.com/release/rl523796481/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=TW&ref_=bo_wey_table_11,FALSE,Taiwan
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=TH&ref_=bo_wey_table_10,"$92,050",-87.40%,"$92,050",-87.40%,3,Snow White,https://www.boxofficemojo.com/release/rl272138241/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=TH&ref_=bo_wey_table_10,FALSE,Thailand
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=TH&ref_=bo_wey_table_11,"$728,454",3011.70%,"$728,454",3011.70%,7,Snow White,https://www.boxofficemojo.com/release/rl272138241/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=TH&ref_=bo_wey_table_11,FALSE,Thailand
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=TR&ref_=bo_wey_table_11,"$421,138",-11.40%,"$538,586",-10.10%,54,Snow White,https://www.boxofficemojo.com/release/rl3661135873/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=TR&ref_=bo_wey_table_11,FALSE,Turkey
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=AE&ref_=bo_wey_table_11,"$612,161",731.10%,"$671,190",811.20%,38,Snow White,https://www.boxofficemojo.com/release/rl2973270017/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=AE&ref_=bo_wey_table_11,FALSE,UAE
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=SI&ref_=bo_wey_table_10,"$130,962",-6.20%,"$150,717",-4.70%,22,Snow White,https://www.boxofficemojo.com/release/rl121143297/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=SI&ref_=bo_wey_table_10,FALSE,Slovenia
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=SI&ref_=bo_wey_table_11,"$139,558",0.90%,"$158,124",-2.20%,23,Snow White,https://www.boxofficemojo.com/release/rl121143297/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=SI&ref_=bo_wey_table_11,FALSE,Slovenia
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=SK&ref_=bo_wey_table_11,"$281,163",-24.90%,"$319,553",-28.90%,19,Snow White,https://www.boxofficemojo.com/release/rl2184740865/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=SK&ref_=bo_wey_table_11,FALSE,Slovakia
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=RO&ref_=bo_wey_table_11,"$476,149",4.60%,"$591,452",-0.90%,40,Snow White,https://www.boxofficemojo.com/release/rl2235072513/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=RO&ref_=bo_wey_table_11,FALSE,Romania
Mar 28-30,https://www.boxofficemojo.com/weekend/2025W13/?area=PL&ref_=bo_wey_table_10,"$1,105,170",-35%,"$1,218,963",-36.30%,20,Snow White,https://www.boxofficemojo.com/release/rl439910401/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=PL&ref_=bo_wey_table_10,FALSE,Poland
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=PL&ref_=bo_wey_table_11,"$1,701,255",-9.20%,"$1,913,430",-11.70%,22,Snow White,https://www.boxofficemojo.com/release/rl439910401/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=PL&ref_=bo_wey_table_11,FALSE,Poland
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=PT&ref_=bo_wey_table_11,"$752,291",39.40%,"$894,514",29.80%,35,Snow White,https://www.boxofficemojo.com/release/rl305889281/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=PT&ref_=bo_wey_table_11,FALSE,Portugal
Jan 2-5,https://www.boxofficemojo.com/weekend/2025W01/?area=BR&ref_=bo_wey_table_22,"$10,758,998",153.10%,"$10,758,998",153.10%,8,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl1773896449/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=BR&ref_=bo_wey_table_22,FALSE,Brazil
Jan 2-5,https://www.boxofficemojo.com/weekend/2025W01/?area=BR&ref_=bo_wey_table_22,"$10,758,998",153.10%,"$10,758,998",153.10%,8,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl1773896449/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=BR&ref_=bo_wey_table_22,FALSE,Brazil
Jan 17-19,https://www.boxofficemojo.com/weekend/2025W03/?area=CN&ref_=bo_wey_table_20,"$1,813,730",-30.40%,"$1,813,730",-30.40%,4,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl522616833/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=CN&ref_=bo_wey_table_20,FALSE,China
Jan 10-12,https://www.boxofficemojo.com/weekend/2025W02/?area=CN&ref_=bo_wey_table_21,"$2,604,209",184.80%,"$2,604,209",184.80%,4,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl522616833/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=CN&ref_=bo_wey_table_21,FALSE,China
Jan 9-12,https://www.boxofficemojo.com/weekend/2025W02/?area=CZ&ref_=bo_wey_table_21,"$1,085,418",3.80%,"$1,230,745",7.90%,21,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl2511897345/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=CZ&ref_=bo_wey_table_21,FALSE,Czech Replublic
Jan 2-5,https://www.boxofficemojo.com/weekend/2025W01/?area=GR&ref_=bo_wey_table_22,"$697,846",1099.80%,"$697,846",1099.80%,6,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl3703145217/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=GR&ref_=bo_wey_table_22,FALSE,Greece
Jan 17-19,https://www.boxofficemojo.com/weekend/2025W03/?area=TR&ref_=bo_wey_table_20,"$3,920,348",18.40%,"$4,059,129",17.30%,41,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl1203274497/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=TR&ref_=bo_wey_table_20,FALSE,Turkey
Jan 23-26,https://www.boxofficemojo.com/weekend/2025W04/?area=SK&ref_=bo_wey_table_19,"$378,698",-15.20%,"$434,169",-13.20%,21,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl565936897/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=SK&ref_=bo_wey_table_19,FALSE,Slovakia
Jan 16-19,https://www.boxofficemojo.com/weekend/2025W03/?area=SK&ref_=bo_wey_table_20,"$446,800",-1%,"$499,942",0.50%,20,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl565936897/?ref_=bo_wey_table_20,-,-,-,3,https://www.boxofficemojo.com/weekend/2025W03/?area=SK&ref_=bo_wey_table_20,FALSE,Slovakia
Jan 9-12,https://www.boxofficemojo.com/weekend/2025W02/?area=SK&ref_=bo_wey_table_21,"$451,472",-34.70%,"$497,260",-31.70%,20,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl565936897/?ref_=bo_wey_table_21,-,-,-,2,https://www.boxofficemojo.com/weekend/2025W02/?area=SK&ref_=bo_wey_table_21,FALSE,Slovakia
Jan 2-5,https://www.boxofficemojo.com/weekend/2025W01/?area=SK&ref_=bo_wey_table_22,"$691,747",-12.10%,"$728,284",-11.60%,19,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl565936897/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=SK&ref_=bo_wey_table_22,FALSE,Slovakia
Jan 3-5,https://www.boxofficemojo.com/weekend/2025W01/?area=PL&ref_=bo_wey_table_22,"$5,380,517",72.90%,"$5,496,638",73.30%,16,Sonic the Hedgehog 3,https://www.boxofficemojo.com/release/rl280527617/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=PL&ref_=bo_wey_table_22,FALSE,Poland
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=FI&ref_=bo_wey_table_6,"$324,714",74.60%,"$324,790",73.60%,11,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",https://www.boxofficemojo.com/release/rl3804266497/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=FI&ref_=bo_wey_table_6,FALSE,Finland
Apr 24-27,https://www.boxofficemojo.com/weekend/2025W17/?area=DK&ref_=bo_wey_table_6,"$217,764",-18.40%,"$217,764",-18.80%,10,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",https://www.boxofficemojo.com/release/rl3787489281/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=DK&ref_=bo_wey_table_6,FALSE,Denmark
Apr 23-27,https://www.boxofficemojo.com/weekend/2025W17/?area=FR&ref_=bo_wey_table_6,"$2,692,198",-77.60%,"$2,694,330",-82%,14,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",https://www.boxofficemojo.com/release/rl3821043713/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=FR&ref_=bo_wey_table_6,FALSE,France
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=SE&ref_=bo_wey_table_6,"$525,449",187.90%,"$527,958",182.30%,14,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",https://www.boxofficemojo.com/release/rl3686825985/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=SE&ref_=bo_wey_table_6,FALSE,Sweden
Apr 23-27,https://www.boxofficemojo.com/weekend/2025W17/?area=CH&ref_=bo_wey_table_6,"$664,199",2.30%,"$665,248",1.30%,11,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",https://www.boxofficemojo.com/release/rl3703603201/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=CH&ref_=bo_wey_table_6,FALSE,Switzerland
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=PL&ref_=bo_wey_table_6,"$2,134,472",210.80%,"$2,168,503",210.70%,19,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",https://www.boxofficemojo.com/release/rl3653271553/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=PL&ref_=bo_wey_table_6,FALSE,Poland
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=RO&ref_=bo_wey_table_18,"$553,726",-28.80%,"$720,582",-25.80%,28,Tandari,https://www.boxofficemojo.com/release/rl2989260801/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=RO&ref_=bo_wey_table_18,FALSE,Romania
Jan 31-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=VN&ref_=bo_wey_table_17,"$7,166,348",2084.60%,"$7,172,074",1926.30%,12,The 4 Rascals,https://www.boxofficemojo.com/release/rl674201601/?ref_=bo_wey_table_17,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=VN&ref_=bo_wey_table_17,FALSE,Vietnam
Apr 24-27,https://www.boxofficemojo.com/weekend/2025W17/?area=BR&ref_=bo_wey_table_6,"$1,092,118",67.70%,"$1,092,268",67.70%,11,The Accountant 2,https://www.boxofficemojo.com/release/rl2126741505/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=BR&ref_=bo_wey_table_6,FALSE,Brazil
Apr 24-27,https://www.boxofficemojo.com/weekend/2025W17/?area=BR&ref_=bo_wey_table_6,"$1,092,118",67.70%,"$1,092,268",67.70%,11,The Accountant 2,https://www.boxofficemojo.com/release/rl2126741505/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=BR&ref_=bo_wey_table_6,FALSE,Brazil
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=TW&ref_=bo_wey_table_6,"$659,203",482%,"$659,203",482%,5,The Accountant 2,https://www.boxofficemojo.com/release/rl2109964289/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=TW&ref_=bo_wey_table_6,FALSE,Taiwan
Apr 18-20,https://www.boxofficemojo.com/weekend/2025W16/?area=IN&ref_=bo_wey_table_7,"$64,685",-73.90%,"$64,685",-73.90%,8,The Amateur,https://www.boxofficemojo.com/release/rl406814721/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=IN&ref_=bo_wey_table_7,FALSE,Australia
Apr 11-13,https://www.boxofficemojo.com/weekend/2025W15/?area=IN&ref_=bo_wey_table_8,"$247,524",-3.40%,"$247,524",-3.40%,10,The Amateur,https://www.boxofficemojo.com/release/rl406814721/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=IN&ref_=bo_wey_table_8,FALSE,Australia
Apr 18-20,https://www.boxofficemojo.com/weekend/2025W16/?area=IN&ref_=bo_wey_table_7,"$64,685",-73.90%,"$64,685",-73.90%,8,The Amateur,https://www.boxofficemojo.com/release/rl406814721/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=IN&ref_=bo_wey_table_7,FALSE,India
Apr 11-13,https://www.boxofficemojo.com/weekend/2025W15/?area=IN&ref_=bo_wey_table_8,"$247,524",-3.40%,"$247,524",-3.40%,10,The Amateur,https://www.boxofficemojo.com/release/rl406814721/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=IN&ref_=bo_wey_table_8,FALSE,India
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=CN&ref_=bo_wey_table_6,"$123,310",3.40%,"$123,310",3.40%,2,The Amateur,https://www.boxofficemojo.com/release/rl557809665/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=CN&ref_=bo_wey_table_6,FALSE,China
Apr 18-20,https://www.boxofficemojo.com/weekend/2025W16/?area=CN&ref_=bo_wey_table_7,"$119,261",-97.50%,"$119,261",-97.50%,2,The Amateur,https://www.boxofficemojo.com/release/rl557809665/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=CN&ref_=bo_wey_table_7,FALSE,China
Apr 18-20,https://www.boxofficemojo.com/weekend/2025W16/?area=FI&ref_=bo_wey_table_7,"$185,938",5.20%,"$187,048",5.30%,12,The Amateur,https://www.boxofficemojo.com/release/rl608141313/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=FI&ref_=bo_wey_table_7,FALSE,Finland
Apr 11-13,https://www.boxofficemojo.com/weekend/2025W15/?area=FI&ref_=bo_wey_table_8,"$176,773",-44.80%,"$177,583",-44.90%,11,The Amateur,https://www.boxofficemojo.com/release/rl608141313/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=FI&ref_=bo_wey_table_8,FALSE,Finland
Apr 17-20,https://www.boxofficemojo.com/weekend/2025W16/?area=MY&ref_=bo_wey_table_7,"$74,881",-21.20%,"$74,881",-21.20%,4,The Amateur,https://www.boxofficemojo.com/release/rl490700801/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=MY&ref_=bo_wey_table_7,FALSE,Malaysia
Apr 10-13,https://www.boxofficemojo.com/weekend/2025W15/?area=MY&ref_=bo_wey_table_8,"$94,985",-52.70%,"$94,985",-52.70%,3,The Amateur,https://www.boxofficemojo.com/release/rl490700801/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=MY&ref_=bo_wey_table_8,FALSE,Malaysia
Apr 17-20,https://www.boxofficemojo.com/weekend/2025W16/?area=DK&ref_=bo_wey_table_7,"$266,904",33.80%,"$268,197",34.30%,12,The Amateur,https://www.boxofficemojo.com/release/rl591364097/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=DK&ref_=bo_wey_table_7,FALSE,Denmark
Apr 10-13,https://www.boxofficemojo.com/weekend/2025W15/?area=DK&ref_=bo_wey_table_8,"$199,553",-50.50%,"$199,728",-50.80%,11,The Amateur,https://www.boxofficemojo.com/release/rl591364097/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=DK&ref_=bo_wey_table_8,FALSE,Denmark
Apr 24-27,https://www.boxofficemojo.com/weekend/2025W17/?area=SG&ref_=bo_wey_table_6,"$48,101",-66.20%,"$48,101",-66.20%,7,The Amateur,https://www.boxofficemojo.com/release/rl339705857/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=SG&ref_=bo_wey_table_6,FALSE,Singapore
Apr 17-20,https://www.boxofficemojo.com/weekend/2025W16/?area=SG&ref_=bo_wey_table_7,"$142,245",-12.20%,"$142,245",-12.30%,10,The Amateur,https://www.boxofficemojo.com/release/rl339705857/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=SG&ref_=bo_wey_table_7,FALSE,Singapore
Apr 10-13,https://www.boxofficemojo.com/weekend/2025W15/?area=SG&ref_=bo_wey_table_8,"$161,984",-11.80%,"$162,110",-12.50%,11,The Amateur,https://www.boxofficemojo.com/release/rl339705857/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=SG&ref_=bo_wey_table_8,FALSE,Singapore
Apr 18-20,https://www.boxofficemojo.com/weekend/2025W16/?area=SE&ref_=bo_wey_table_7,"$182,507",-20.80%,"$187,037",-20.90%,14,The Amateur,https://www.boxofficemojo.com/release/rl373260289/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=SE&ref_=bo_wey_table_7,FALSE,Sweden
Apr 11-13,https://www.boxofficemojo.com/weekend/2025W15/?area=SE&ref_=bo_wey_table_8,"$230,561",-53.10%,"$236,436",-53.40%,16,The Amateur,https://www.boxofficemojo.com/release/rl373260289/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=SE&ref_=bo_wey_table_8,FALSE,Sweden
Apr 16-20,https://www.boxofficemojo.com/weekend/2025W16/?area=CH&ref_=bo_wey_table_7,"$649,188",28.20%,"$656,562",29%,12,The Amateur,https://www.boxofficemojo.com/release/rl390037505/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=CH&ref_=bo_wey_table_7,FALSE,Switzerland
Apr 9-13,https://www.boxofficemojo.com/weekend/2025W15/?area=CH&ref_=bo_wey_table_8,"$506,193",162.20%,"$509,013",162.50%,11,The Amateur,https://www.boxofficemojo.com/release/rl390037505/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=CH&ref_=bo_wey_table_8,FALSE,Switzerland
Apr 18-20,https://www.boxofficemojo.com/weekend/2025W16/?area=TW&ref_=bo_wey_table_7,"$113,268",-55.30%,"$113,268",-55.30%,7,The Amateur,https://www.boxofficemojo.com/release/rl138379265/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=TW&ref_=bo_wey_table_7,FALSE,Taiwan
Apr 11-13,https://www.boxofficemojo.com/weekend/2025W15/?area=TW&ref_=bo_wey_table_8,"$253,159",-31.20%,"$253,159",-31.20%,9,The Amateur,https://www.boxofficemojo.com/release/rl138379265/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=TW&ref_=bo_wey_table_8,FALSE,Taiwan
Apr 24-27,https://www.boxofficemojo.com/weekend/2025W17/?area=TH&ref_=bo_wey_table_6,"$8,859",-82.10%,"$8,859",-82.10%,2,The Amateur,https://www.boxofficemojo.com/release/rl155156481/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=TH&ref_=bo_wey_table_6,FALSE,Thailand
Apr 17-20,https://www.boxofficemojo.com/weekend/2025W16/?area=TH&ref_=bo_wey_table_7,"$49,489",-72.50%,"$49,489",-72.50%,4,The Amateur,https://www.boxofficemojo.com/release/rl155156481/?ref_=bo_wey_table_7,-,-,-,16,https://www.boxofficemojo.com/weekend/2025W16/?area=TH&ref_=bo_wey_table_7,FALSE,Thailand
Apr 10-13,https://www.boxofficemojo.com/weekend/2025W15/?area=TH&ref_=bo_wey_table_8,"$179,939",7.40%,"$179,939",7.40%,3,The Amateur,https://www.boxofficemojo.com/release/rl155156481/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=TH&ref_=bo_wey_table_8,FALSE,Thailand
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=IN&ref_=bo_wey_table_14,"$144,492",-35.30%,"$144,492",-35.30%,10,The Brutalist,https://www.boxofficemojo.com/release/rl1798602753/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=IN&ref_=bo_wey_table_14,FALSE,Australia
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=IN&ref_=bo_wey_table_14,"$144,492",-35.30%,"$144,492",-35.30%,10,The Brutalist,https://www.boxofficemojo.com/release/rl1798602753/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=IN&ref_=bo_wey_table_14,FALSE,India
Feb 6-9,https://www.boxofficemojo.com/weekend/2025W06/?area=GR&ref_=bo_wey_table_17,"$214,652",63.40%,"$214,652",60.20%,10,The Brutalist,https://www.boxofficemojo.com/release/rl3660480513/?ref_=bo_wey_table_17,-,-,-,6,https://www.boxofficemojo.com/weekend/2025W06/?area=GR&ref_=bo_wey_table_17,FALSE,Greece
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=IL&ref_=bo_wey_table_13,"$166,312",58%,"$166,312",58%,10,The Brutalist,https://www.boxofficemojo.com/release/rl1546813441/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=IL&ref_=bo_wey_table_13,FALSE,Israel
Jan 24-26,https://www.boxofficemojo.com/weekend/2025W04/?area=VE&ref_=bo_wey_table_19,"$49,681",29.90%,"$49,681",29.90%,5,The Brutalist,https://www.boxofficemojo.com/release/rl2217377793/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=VE&ref_=bo_wey_table_19,FALSE,Venezuela
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=VN&ref_=bo_wey_table_10,"$1,286,964",-42.90%,"$1,376,284",-39.30%,20,The Corpse,https://www.boxofficemojo.com/release/rl1077379073/?ref_=bo_wey_table_10,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=VN&ref_=bo_wey_table_10,FALSE,Vietnam
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=VN&ref_=bo_wey_table_11,"$2,252,665",-33.40%,"$2,266,560",-33.80%,22,The Corpse,https://www.boxofficemojo.com/release/rl1077379073/?ref_=bo_wey_table_11,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=VN&ref_=bo_wey_table_11,FALSE,Vietnam
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=VN&ref_=bo_wey_table_12,"$3,381,307",39.50%,"$3,423,896",35.10%,23,The Corpse,https://www.boxofficemojo.com/release/rl1077379073/?ref_=bo_wey_table_12,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=VN&ref_=bo_wey_table_12,FALSE,Vietnam
Feb 10-12,https://www.boxofficemojo.com/weekend/2023W06/?area=CA&ref_=bo_wey_table_3,"$2,823",344.60%,"$2,823",344.60%,1,The Last Bus,https://www.boxofficemojo.com/release/rl831161089/?ref_=bo_wey_table_3,-,-,-,6,https://www.boxofficemojo.com/weekend/2023W06/?area=CA&ref_=bo_wey_table_3,FALSE,Canada
Feb 3-5,https://www.boxofficemojo.com/weekend/2023W05/?area=CA&ref_=bo_wey_table_4,$635,-50.30%,$635,-50.30%,1,The Last Bus,https://www.boxofficemojo.com/release/rl831161089/?ref_=bo_wey_table_4,-,-,-,5,https://www.boxofficemojo.com/weekend/2023W05/?area=CA&ref_=bo_wey_table_4,FALSE,Canada
Jan 27-29,https://www.boxofficemojo.com/weekend/2023W04/?area=CA&ref_=bo_wey_table_5,"$1,277",-32.10%,"$1,277",-32.10%,1,The Last Bus,https://www.boxofficemojo.com/release/rl831161089/?ref_=bo_wey_table_5,-,-,-,4,https://www.boxofficemojo.com/weekend/2023W04/?area=CA&ref_=bo_wey_table_5,FALSE,Canada
Jan 20-22,https://www.boxofficemojo.com/weekend/2023W03/?area=CA&ref_=bo_wey_table_6,"$1,880",99.40%,"$1,880",99.40%,1,The Last Bus,https://www.boxofficemojo.com/release/rl831161089/?ref_=bo_wey_table_6,-,-,-,3,https://www.boxofficemojo.com/weekend/2023W03/?area=CA&ref_=bo_wey_table_6,FALSE,Canada
