Dates,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Genre,Week Url,Long Weekend,Country,Formatted_Date,Month,Year,OMDB_Runtime,OMDB_Genre,OMDB_imdbID,OMDB_Budget
Mar 21-23,269051.0,0.071,269051.0,0.061,10,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=FI&ref_=bo_wey_table_11,False,Finland,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 27-30,89197.0,-0.549,89197.0,-0.549,4,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=MY&ref_=bo_wey_table_10,False,Malaysia,2025-03-27,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,197673.0,7.203,197673.0,7.203,5,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=MY&ref_=bo_wey_table_11,False,Malaysia,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 27-30,265494.0,-0.282,268729.0,-0.282,13,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=DK&ref_=bo_wey_table_10,False,Denmark,2025-03-27,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,369944.0,-0.276,374395.0,-0.271,14,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=DK&ref_=bo_wey_table_11,False,Denmark,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 19-23,13937148.0,0.635,17334655.0,0.488,35,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=FR&ref_=bo_wey_table_11,False,France,2025-03-19,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 27-30,247942.0,-0.454,248721.0,-0.456,12,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=SG&ref_=bo_wey_table_10,False,Singapore,2025-03-27,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,453975.0,1.797,457601.0,1.706,14,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=SG&ref_=bo_wey_table_11,False,Singapore,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,292227.0,0.467,330254.0,0.464,20,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=ZA&ref_=bo_wey_table_11,False,South Africa,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 28-30,3269260.0,-0.314,3840675.0,-0.307,62,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=ES&ref_=bo_wey_table_10,False,Spain,2025-03-28,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,4765674.0,0.563,5545372.0,0.348,61,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=ES&ref_=bo_wey_table_11,False,Spain,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 28-30,337690.0,-0.296,357414.0,-0.29,15,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=SE&ref_=bo_wey_table_10,False,Sweden,2025-03-28,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,479713.0,0.257,503196.0,0.242,15,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=SE&ref_=bo_wey_table_11,False,Sweden,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Apr 2-6,193085.0,-0.66,193917.0,-0.659,12,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W14/?area=CH&ref_=bo_wey_table_9,False,Switzerland,2025-04-02,April,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 26-30,567240.0,-0.251,568293.0,-0.256,12,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=CH&ref_=bo_wey_table_10,False,Switzerland,2025-03-26,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 19-23,756883.0,-0.051,763899.0,-0.049,14,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=CH&ref_=bo_wey_table_11,False,Switzerland,2025-03-19,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 28-30,191341.0,-0.491,191341.0,-0.491,7,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=TW&ref_=bo_wey_table_10,False,Taiwan,2025-03-28,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,376241.0,3.771,376241.0,3.771,10,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=TW&ref_=bo_wey_table_11,False,Taiwan,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 27-30,92050.0,-0.874,92050.0,-0.874,3,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=TH&ref_=bo_wey_table_10,False,Thailand,2025-03-27,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,728454.0,30.117,728454.0,30.117,7,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=TH&ref_=bo_wey_table_11,False,Thailand,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,421138.0,-0.114,538586.0,-0.101,54,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=TR&ref_=bo_wey_table_11,False,Turkey,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,612161.0,7.311,671190.0,8.112,38,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=AE&ref_=bo_wey_table_11,False,UAE,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 27-30,130962.0,-0.062,150717.0,-0.047,22,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=SI&ref_=bo_wey_table_10,False,Slovenia,2025-03-27,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,139558.0,0.009,158124.0,-0.022,23,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=SI&ref_=bo_wey_table_11,False,Slovenia,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,281163.0,-0.249,319553.0,-0.289,19,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=SK&ref_=bo_wey_table_11,False,Slovakia,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,476149.0,0.046,591452.0,-0.009,40,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=RO&ref_=bo_wey_table_11,False,Romania,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 28-30,1105170.0,-0.35,1218963.0,-0.363,20,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=PL&ref_=bo_wey_table_10,False,Poland,2025-03-28,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,1701255.0,-0.092,1913430.0,-0.117,22,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=PL&ref_=bo_wey_table_11,False,Poland,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,752291.0,0.394,894514.0,0.298,35,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=PT&ref_=bo_wey_table_11,False,Portugal,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Jan 2-5,10758998.0,1.531,10758998.0,1.531,8,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W01/?area=BR&ref_=bo_wey_table_22,False,Brazil,2025-01-02,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 17-19,1813730.0,-0.304,1813730.0,-0.304,4,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W03/?area=CN&ref_=bo_wey_table_20,False,China,2025-01-17,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 10-12,2604209.0,1.848,2604209.0,1.848,4,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W02/?area=CN&ref_=bo_wey_table_21,False,China,2025-01-10,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 9-12,1085418.0,0.038,1230745.0,0.079,21,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W02/?area=CZ&ref_=bo_wey_table_21,False,Czech Replublic,2025-01-09,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 2-5,697846.0,10.998,697846.0,10.998,6,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W01/?area=GR&ref_=bo_wey_table_22,False,Greece,2025-01-02,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 17-19,3920348.0,0.184,4059129.0,0.173,41,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W03/?area=TR&ref_=bo_wey_table_20,False,Turkey,2025-01-17,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 23-26,378698.0,-0.152,434169.0,-0.132,21,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W04/?area=SK&ref_=bo_wey_table_19,False,Slovakia,2025-01-23,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 16-19,446800.0,-0.01,499942.0,0.005,20,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W03/?area=SK&ref_=bo_wey_table_20,False,Slovakia,2025-01-16,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 9-12,451472.0,-0.347,497260.0,-0.317,20,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W02/?area=SK&ref_=bo_wey_table_21,False,Slovakia,2025-01-09,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 2-5,691747.0,-0.121,728284.0,-0.116,19,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W01/?area=SK&ref_=bo_wey_table_22,False,Slovakia,2025-01-02,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Jan 3-5,5380517.0,0.729,5496638.0,0.733,16,Sonic the Hedgehog 3,"Action, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W01/?area=PL&ref_=bo_wey_table_22,False,Poland,2025-01-03,January,2025.0,110 min,"Action, Adventure, Comedy",tt18259086,"$236,115,100"
Apr 25-27,324714.0,0.746,324790.0,0.736,11,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",Not found,https://www.boxofficemojo.com/weekend/2025W17/?area=FI&ref_=bo_wey_table_6,False,Finland,2025-04-25,April,2025.0,,,,
Apr 24-27,217764.0,-0.184,217764.0,-0.188,10,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",Not found,https://www.boxofficemojo.com/weekend/2025W17/?area=DK&ref_=bo_wey_table_6,False,Denmark,2025-04-24,April,2025.0,,,,
Apr 23-27,2692198.0,-0.776,2694330.0,-0.82,14,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",Not found,https://www.boxofficemojo.com/weekend/2025W17/?area=FR&ref_=bo_wey_table_6,False,France,2025-04-23,April,2025.0,,,,
Apr 25-27,525449.0,1.879,527958.0,1.823,14,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",Not found,https://www.boxofficemojo.com/weekend/2025W17/?area=SE&ref_=bo_wey_table_6,False,Sweden,2025-04-25,April,2025.0,,,,
Apr 23-27,664199.0,0.023,665248.0,0.013,11,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",Not found,https://www.boxofficemojo.com/weekend/2025W17/?area=CH&ref_=bo_wey_table_6,False,Switzerland,2025-04-23,April,2025.0,,,,
Apr 25-27,2134472.0,2.108,2168503.0,2.107,19,"Star Wars: Episode III - Revenge of the Sith
20th anniversary",Not found,https://www.boxofficemojo.com/weekend/2025W17/?area=PL&ref_=bo_wey_table_6,False,Poland,2025-04-25,April,2025.0,,,,
Jan 31-Feb 2,553726.0,-0.288,720582.0,-0.258,28,Tandari,Comedy,https://www.boxofficemojo.com/weekend/2025W05/?area=RO&ref_=bo_wey_table_18,False,Romania,,,,N/A,Comedy,tt35548282,N/A
Jan 31-Feb 2,7166348.0,20.846,7172074.0,19.263,12,The 4 Rascals,"Comedy, Family, Romance",https://www.boxofficemojo.com/weekend/2025W05/?area=VN&ref_=bo_wey_table_17,False,Vietnam,,,,132 min,"Comedy, Family, Romance",tt33996602,N/A
Apr 24-27,1092118.0,0.677,1092268.0,0.677,11,The Accountant 2,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W17/?area=BR&ref_=bo_wey_table_6,False,Brazil,2025-04-24,April,2025.0,132 min,"Action, Crime, Drama",tt7068946,"$65,316,412"
Apr 25-27,659203.0,4.82,659203.0,4.82,5,The Accountant 2,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W17/?area=TW&ref_=bo_wey_table_6,False,Taiwan,2025-04-25,April,2025.0,132 min,"Action, Crime, Drama",tt7068946,"$65,316,412"
Apr 18-20,64685.0,-0.739,64685.0,-0.739,8,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=IN&ref_=bo_wey_table_7,False,Australia,2025-04-18,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 11-13,247524.0,-0.034,247524.0,-0.034,10,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=IN&ref_=bo_wey_table_8,False,Australia,2025-04-11,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 18-20,64685.0,-0.739,64685.0,-0.739,8,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=IN&ref_=bo_wey_table_7,False,India,2025-04-18,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 11-13,247524.0,-0.034,247524.0,-0.034,10,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=IN&ref_=bo_wey_table_8,False,India,2025-04-11,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 25-27,123310.0,0.034,123310.0,0.034,2,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W17/?area=CN&ref_=bo_wey_table_6,False,China,2025-04-25,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 18-20,119261.0,-0.975,119261.0,-0.975,2,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=CN&ref_=bo_wey_table_7,False,China,2025-04-18,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 18-20,185938.0,0.052,187048.0,0.053,12,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=FI&ref_=bo_wey_table_7,False,Finland,2025-04-18,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 11-13,176773.0,-0.448,177583.0,-0.449,11,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=FI&ref_=bo_wey_table_8,False,Finland,2025-04-11,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 17-20,74881.0,-0.212,74881.0,-0.212,4,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=MY&ref_=bo_wey_table_7,False,Malaysia,2025-04-17,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 10-13,94985.0,-0.527,94985.0,-0.527,3,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=MY&ref_=bo_wey_table_8,False,Malaysia,2025-04-10,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 17-20,266904.0,0.338,268197.0,0.343,12,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=DK&ref_=bo_wey_table_7,False,Denmark,2025-04-17,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 10-13,199553.0,-0.505,199728.0,-0.508,11,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=DK&ref_=bo_wey_table_8,False,Denmark,2025-04-10,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 24-27,48101.0,-0.662,48101.0,-0.662,7,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W17/?area=SG&ref_=bo_wey_table_6,False,Singapore,2025-04-24,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 17-20,142245.0,-0.122,142245.0,-0.123,10,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=SG&ref_=bo_wey_table_7,False,Singapore,2025-04-17,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 10-13,161984.0,-0.118,162110.0,-0.125,11,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=SG&ref_=bo_wey_table_8,False,Singapore,2025-04-10,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 18-20,182507.0,-0.208,187037.0,-0.209,14,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=SE&ref_=bo_wey_table_7,False,Sweden,2025-04-18,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 11-13,230561.0,-0.531,236436.0,-0.534,16,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=SE&ref_=bo_wey_table_8,False,Sweden,2025-04-11,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 16-20,649188.0,0.282,656562.0,0.29,12,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=CH&ref_=bo_wey_table_7,False,Switzerland,2025-04-16,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 9-13,506193.0,1.622,509013.0,1.625,11,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=CH&ref_=bo_wey_table_8,False,Switzerland,2025-04-09,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 18-20,113268.0,-0.553,113268.0,-0.553,7,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=TW&ref_=bo_wey_table_7,False,Taiwan,2025-04-18,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 11-13,253159.0,-0.312,253159.0,-0.312,9,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=TW&ref_=bo_wey_table_8,False,Taiwan,2025-04-11,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 24-27,8859.0,-0.821,8859.0,-0.821,2,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W17/?area=TH&ref_=bo_wey_table_6,False,Thailand,2025-04-24,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 17-20,49489.0,-0.725,49489.0,-0.725,4,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=TH&ref_=bo_wey_table_7,False,Thailand,2025-04-17,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Apr 10-13,179939.0,0.074,179939.0,0.074,3,The Amateur,"Action, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=TH&ref_=bo_wey_table_8,False,Thailand,2025-04-10,April,2025.0,122 min,"Action, Thriller",tt0899043,"$40,722,225"
Feb 28-Mar 2,144492.0,-0.353,144492.0,-0.353,10,The Brutalist,Drama,https://www.boxofficemojo.com/weekend/2025W09/?area=IN&ref_=bo_wey_table_14,False,Australia,,,,216 min,Drama,tt8999762,"$16,279,129"
Feb 28-Mar 2,144492.0,-0.353,144492.0,-0.353,10,The Brutalist,Drama,https://www.boxofficemojo.com/weekend/2025W09/?area=IN&ref_=bo_wey_table_14,False,India,,,,216 min,Drama,tt8999762,"$16,279,129"
Feb 6-9,214652.0,0.634,214652.0,0.602,10,The Brutalist,Drama,https://www.boxofficemojo.com/weekend/2025W06/?area=GR&ref_=bo_wey_table_17,False,Greece,2025-02-06,February,2025.0,216 min,Drama,tt8999762,"$16,279,129"
Mar 6-9,166312.0,0.58,166312.0,0.58,10,The Brutalist,Drama,https://www.boxofficemojo.com/weekend/2025W10/?area=IL&ref_=bo_wey_table_13,False,Israel,2025-03-06,March,2025.0,216 min,Drama,tt8999762,"$16,279,129"
Jan 24-26,49681.0,0.299,49681.0,0.299,5,The Brutalist,Drama,https://www.boxofficemojo.com/weekend/2025W04/?area=VE&ref_=bo_wey_table_19,False,Venezuela,2025-01-24,January,2025.0,216 min,Drama,tt8999762,"$16,279,129"
Mar 21-23,1286964.0,-0.429,1376284.0,-0.393,20,The Corpse,Horror,https://www.boxofficemojo.com/weekend/2025W12/?area=VN&ref_=bo_wey_table_10,False,Vietnam,2025-03-21,March,2025.0,151 min,Horror,tt36121849,N/A
Mar 14-16,2252665.0,-0.334,2266560.0,-0.338,22,The Corpse,Horror,https://www.boxofficemojo.com/weekend/2025W11/?area=VN&ref_=bo_wey_table_11,False,Vietnam,2025-03-14,March,2025.0,151 min,Horror,tt36121849,N/A
Mar 7-9,3381307.0,0.395,3423896.0,0.351,23,The Corpse,Horror,https://www.boxofficemojo.com/weekend/2025W10/?area=VN&ref_=bo_wey_table_12,False,Vietnam,2025-03-07,March,2025.0,151 min,Horror,tt36121849,N/A
Feb 10-12,2823.0,3.446,2823.0,3.446,1,The Last Bus,Drama,https://www.boxofficemojo.com/weekend/2023W06/?area=CA&ref_=bo_wey_table_3,False,Canada,2025-02-10,February,2025.0,86 min,Drama,tt9410034,N/A
Feb 3-5,635.0,-0.503,635.0,-0.503,1,The Last Bus,Drama,https://www.boxofficemojo.com/weekend/2023W05/?area=CA&ref_=bo_wey_table_4,False,Canada,2025-02-03,February,2025.0,86 min,Drama,tt9410034,N/A
Jan 27-29,1277.0,-0.321,1277.0,-0.321,1,The Last Bus,Drama,https://www.boxofficemojo.com/weekend/2023W04/?area=CA&ref_=bo_wey_table_5,False,Canada,2025-01-27,January,2025.0,86 min,Drama,tt9410034,N/A
Jan 20-22,1880.0,0.994,1880.0,0.994,1,The Last Bus,Drama,https://www.boxofficemojo.com/weekend/2023W03/?area=CA&ref_=bo_wey_table_6,False,Canada,2025-01-20,January,2025.0,86 min,Drama,tt9410034,N/A
Jan 13-15,943.0,-0.765,943.0,-0.765,1,The Last Bus,Drama,https://www.boxofficemojo.com/weekend/2023W02/?area=CA&ref_=bo_wey_table_7,False,Canada,2025-01-13,January,2025.0,86 min,Drama,tt9410034,N/A
Jan 6-8,4015.0,8.294,4015.0,8.294,1,The Last Bus,Drama,https://www.boxofficemojo.com/weekend/2023W01/?area=CA&ref_=bo_wey_table_8,False,Canada,2025-01-06,January,2025.0,86 min,Drama,tt9410034,N/A
Apr 11-13,3566379.0,-0.236,3986443.0,-0.207,43,The Match,"Comedy, Romance, Sport",https://www.boxofficemojo.com/weekend/2025W15/?area=KR&ref_=bo_wey_table_8,False,South Korea,2025-04-11,April,2025.0,95 min,"Comedy, Romance, Sport",tt0165384,N/A
Apr 4-6,4670159.0,-0.128,5027554.0,-0.112,42,The Match,"Comedy, Romance, Sport",https://www.boxofficemojo.com/weekend/2025W14/?area=KR&ref_=bo_wey_table_9,False,South Korea,2025-04-04,April,2025.0,95 min,"Comedy, Romance, Sport",tt0165384,N/A
Mar 28-30,5357085.0,0.299,5663241.0,0.247,39,The Match,"Comedy, Romance, Sport",https://www.boxofficemojo.com/weekend/2025W13/?area=KR&ref_=bo_wey_table_10,False,South Korea,2025-03-28,March,2025.0,95 min,"Comedy, Romance, Sport",tt0165384,N/A
Mar 7-9,235443.0,0.629,235648.0,0.631,11,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W10/?area=IN&ref_=bo_wey_table_13,False,Australia,2025-03-07,March,2025.0,98 min,Horror,tt27714946,"$39,675,153"
Mar 7-9,235443.0,0.629,235648.0,0.631,11,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W10/?area=IN&ref_=bo_wey_table_13,False,India,2025-03-07,March,2025.0,98 min,Horror,tt27714946,"$39,675,153"
Apr 3-6,200882.0,1.252,200882.0,1.252,4,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W14/?area=MY&ref_=bo_wey_table_9,False,Malaysia,2025-04-03,April,2025.0,98 min,Horror,tt27714946,"$39,675,153"
Feb 20-23,307982.0,0.019,308185.0,0.02,11,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W08/?area=GR&ref_=bo_wey_table_15,False,Greece,2025-02-20,February,2025.0,98 min,Horror,tt27714946,"$39,675,153"
Apr 3-6,259123.0,17.331,259123.0,17.331,8,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W14/?area=IL&ref_=bo_wey_table_9,False,Israel,2025-04-03,April,2025.0,98 min,Horror,tt27714946,"$39,675,153"
Feb 27-Mar 2,105255.0,-0.585,105255.0,-0.585,5,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W09/?area=IL&ref_=bo_wey_table_14,False,Israel,,,,98 min,Horror,tt27714946,"$39,675,153"
Feb 20-23,253851.0,0.421,253851.0,0.421,10,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W08/?area=IL&ref_=bo_wey_table_15,False,Israel,2025-02-20,February,2025.0,98 min,Horror,tt27714946,"$39,675,153"
Feb 28-Mar 2,155847.0,-0.913,155847.0,-0.921,8,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W09/?area=TR&ref_=bo_wey_table_14,False,Turkey,,,,98 min,Horror,tt27714946,"$39,675,153"
Apr 4-6,24049.0,,24049.0,,2,The Monkey,Horror,https://www.boxofficemojo.com/weekend/2025W14/?area=VE&ref_=bo_wey_table_9,False,Venezuela,2025-04-04,April,2025.0,98 min,Horror,tt27714946,"$39,675,153"
