Rank,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Long Weekend,Country,Formatted_Date,Month,Year,Runtime,Genre,IMDb_ID,Budget
4844589,0.59,4848280,0.589,13,Captain America: Brave New World,FALSE,Brazil,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
4844589,0.59,4848280,0.589,13,Captain America: Brave New World,FALSE,Brazil,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
7060,-0.995,7060,-0.995,1,Captain America: Brave New World,FALSE,China,14-03-2025,March,2025,118,Action,tt14513804,200480609
7060,-0.995,7060,-0.995,1,Captain America: Brave New World,FALSE,China,14-03-2025,March,2025,118,Adventure,tt14513804,200480609
7060,-0.995,7060,-0.995,1,Captain America: Brave New World,FALSE,China,14-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
1357610,-0.871,1357610,-0.871,1,Captain America: Brave New World,FALSE,China,21-02-2025,February,2025,118,Action,tt14513804,200480609
1357610,-0.871,1357610,-0.871,1,Captain America: Brave New World,FALSE,China,21-02-2025,February,2025,118,Adventure,tt14513804,200480609
1357610,-0.871,1357610,-0.871,1,Captain America: Brave New World,FALSE,China,21-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
10554293,2594.105,10554293,2594.105,2,Captain America: Brave New World,FALSE,China,14-02-2025,February,2025,118,Action,tt14513804,200480609
10554293,2594.105,10554293,2594.105,2,Captain America: Brave New World,FALSE,China,14-02-2025,February,2025,118,Adventure,tt14513804,200480609
10554293,2594.105,10554293,2594.105,2,Captain America: Brave New World,FALSE,China,14-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
24099,-0.872,24099,-0.872,7,Captain America: Brave New World,FALSE,Malaysia,13-03-2025,March,2025,118,Action,tt14513804,200480609
24099,-0.872,24099,-0.872,7,Captain America: Brave New World,FALSE,Malaysia,13-03-2025,March,2025,118,Adventure,tt14513804,200480609
24099,-0.872,24099,-0.872,7,Captain America: Brave New World,FALSE,Malaysia,13-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
187594,-0.492,187594,-0.492,9,Captain America: Brave New World,FALSE,Malaysia,06-03-2025,March,2025,118,Action,tt14513804,200480609
187594,-0.492,187594,-0.492,9,Captain America: Brave New World,FALSE,Malaysia,06-03-2025,March,2025,118,Adventure,tt14513804,200480609
187594,-0.492,187594,-0.492,9,Captain America: Brave New World,FALSE,Malaysia,06-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
621011,-0.568,621011,-0.568,7,Captain America: Brave New World,FALSE,Malaysia,20-02-2025,February,2025,118,Action,tt14513804,200480609
621011,-0.568,621011,-0.568,7,Captain America: Brave New World,FALSE,Malaysia,20-02-2025,February,2025,118,Adventure,tt14513804,200480609
621011,-0.568,621011,-0.568,7,Captain America: Brave New World,FALSE,Malaysia,20-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
1438853,56.605,1438853,56.605,6,Captain America: Brave New World,FALSE,Malaysia,13-02-2025,February,2025,118,Action,tt14513804,200480609
1438853,56.605,1438853,56.605,6,Captain America: Brave New World,FALSE,Malaysia,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
1438853,56.605,1438853,56.605,6,Captain America: Brave New World,FALSE,Malaysia,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
1122041,0.266,1320405,0.257,21,Captain America: Brave New World,FALSE,Czech Replublic,13-02-2025,February,2025,118,Action,tt14513804,200480609
1122041,0.266,1320405,0.257,21,Captain America: Brave New World,FALSE,Czech Replublic,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
1122041,0.266,1320405,0.257,21,Captain America: Brave New World,FALSE,Czech Replublic,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
16523649,-0.068,20951039,-0.042,31,Captain America: Brave New World,FALSE,France,19-02-2025,February,2025,118,Action,tt14513804,200480609
16523649,-0.068,20951039,-0.042,31,Captain America: Brave New World,FALSE,France,19-02-2025,February,2025,118,Adventure,tt14513804,200480609
16523649,-0.068,20951039,-0.042,31,Captain America: Brave New World,FALSE,France,19-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
17735392,0.205,21861993,0.158,35,Captain America: Brave New World,FALSE,France,12-02-2025,February,2025,118,Action,tt14513804,200480609
17735392,0.205,21861993,0.158,35,Captain America: Brave New World,FALSE,France,12-02-2025,February,2025,118,Adventure,tt14513804,200480609
17735392,0.205,21861993,0.158,35,Captain America: Brave New World,FALSE,France,12-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
151619,-0.559,160805,-0.535,15,Captain America: Brave New World,FALSE,Singapore,06-03-2025,March,2025,118,Action,tt14513804,200480609
151619,-0.559,160805,-0.535,15,Captain America: Brave New World,FALSE,Singapore,06-03-2025,March,2025,118,Adventure,tt14513804,200480609
151619,-0.559,160805,-0.535,15,Captain America: Brave New World,FALSE,Singapore,06-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
478208,-0.473,478820,-0.472,11,Captain America: Brave New World,FALSE,Singapore,20-02-2025,February,2025,118,Action,tt14513804,200480609
478208,-0.473,478820,-0.472,11,Captain America: Brave New World,FALSE,Singapore,20-02-2025,February,2025,118,Adventure,tt14513804,200480609
478208,-0.473,478820,-0.472,11,Captain America: Brave New World,FALSE,Singapore,20-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
907329,16.062,907329,16.062,7,Captain America: Brave New World,FALSE,Singapore,13-02-2025,February,2025,118,Action,tt14513804,200480609
907329,16.062,907329,16.062,7,Captain America: Brave New World,FALSE,Singapore,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
907329,16.062,907329,16.062,7,Captain America: Brave New World,FALSE,Singapore,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
199267,-0.063,225556,-0.017,24,Captain America: Brave New World,FALSE,South Africa,14-03-2025,March,2025,118,Action,tt14513804,200480609
199267,-0.063,225556,-0.017,24,Captain America: Brave New World,FALSE,South Africa,14-03-2025,March,2025,118,Adventure,tt14513804,200480609
199267,-0.063,225556,-0.017,24,Captain America: Brave New World,FALSE,South Africa,14-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
212591,-0.305,229477,-0.322,23,Captain America: Brave New World,FALSE,South Africa,07-03-2025,March,2025,118,Action,tt14513804,200480609
212591,-0.305,229477,-0.322,23,Captain America: Brave New World,FALSE,South Africa,07-03-2025,March,2025,118,Adventure,tt14513804,200480609
212591,-0.305,229477,-0.322,23,Captain America: Brave New World,FALSE,South Africa,07-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
302176,-0.424,326991,-0.416,23,Captain America: Brave New World,FALSE,South Africa,21-02-2025,February,2025,118,Action,tt14513804,200480609
302176,-0.424,326991,-0.416,23,Captain America: Brave New World,FALSE,South Africa,21-02-2025,February,2025,118,Adventure,tt14513804,200480609
302176,-0.424,326991,-0.416,23,Captain America: Brave New World,FALSE,South Africa,21-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
524645,1.548,560010,1.385,22,Captain America: Brave New World,FALSE,South Africa,14-02-2025,February,2025,118,Action,tt14513804,200480609
524645,1.548,560010,1.385,22,Captain America: Brave New World,FALSE,South Africa,14-02-2025,February,2025,118,Adventure,tt14513804,200480609
524645,1.548,560010,1.385,22,Captain America: Brave New World,FALSE,South Africa,14-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
3850633,-0.341,4643433,-0.307,71,Captain America: Brave New World,FALSE,Spain,21-02-2025,February,2025,118,Action,tt14513804,200480609
3850633,-0.341,4643433,-0.307,71,Captain America: Brave New World,FALSE,Spain,21-02-2025,February,2025,118,Adventure,tt14513804,200480609
3850633,-0.341,4643433,-0.307,71,Captain America: Brave New World,FALSE,Spain,21-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
5847559,0.777,6704856,0.679,29,Captain America: Brave New World,FALSE,Spain,14-02-2025,February,2025,118,Action,tt14513804,200480609
5847559,0.777,6704856,0.679,29,Captain America: Brave New World,FALSE,Spain,14-02-2025,February,2025,118,Adventure,tt14513804,200480609
5847559,0.777,6704856,0.679,29,Captain America: Brave New World,FALSE,Spain,14-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
1482535,1.635,1485743,1.638,12,Captain America: Brave New World,FALSE,Switzerland,12-02-2025,February,2025,118,Action,tt14513804,200480609
1482535,1.635,1485743,1.638,12,Captain America: Brave New World,FALSE,Switzerland,12-02-2025,February,2025,118,Adventure,tt14513804,200480609
1482535,1.635,1485743,1.638,12,Captain America: Brave New World,FALSE,Switzerland,12-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
78865,-0.903,78865,-0.903,8,Captain America: Brave New World,FALSE,Taiwan,14-03-2025,March,2025,118,Action,tt14513804,200480609
78865,-0.903,78865,-0.903,8,Captain America: Brave New World,FALSE,Taiwan,14-03-2025,March,2025,118,Adventure,tt14513804,200480609
78865,-0.903,78865,-0.903,8,Captain America: Brave New World,FALSE,Taiwan,14-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
506484,-0.671,506484,-0.671,10,Captain America: Brave New World,FALSE,Taiwan,21-02-2025,February,2025,118,Action,tt14513804,200480609
506484,-0.671,506484,-0.671,10,Captain America: Brave New World,FALSE,Taiwan,21-02-2025,February,2025,118,Adventure,tt14513804,200480609
506484,-0.671,506484,-0.671,10,Captain America: Brave New World,FALSE,Taiwan,21-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
1537207,4.393,1537207,4.393,10,Captain America: Brave New World,FALSE,Taiwan,14-02-2025,February,2025,118,Action,tt14513804,200480609
1537207,4.393,1537207,4.393,10,Captain America: Brave New World,FALSE,Taiwan,14-02-2025,February,2025,118,Adventure,tt14513804,200480609
1537207,4.393,1537207,4.393,10,Captain America: Brave New World,FALSE,Taiwan,14-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
23410,-0.797,23410,-0.797,7,Captain America: Brave New World,FALSE,Thailand,13-03-2025,March,2025,118,Action,tt14513804,200480609
23410,-0.797,23410,-0.797,7,Captain America: Brave New World,FALSE,Thailand,13-03-2025,March,2025,118,Adventure,tt14513804,200480609
23410,-0.797,23410,-0.797,7,Captain America: Brave New World,FALSE,Thailand,13-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
115189,-0.58,115189,-0.58,8,Captain America: Brave New World,FALSE,Thailand,06-03-2025,March,2025,118,Action,tt14513804,200480609
115189,-0.58,115189,-0.58,8,Captain America: Brave New World,FALSE,Thailand,06-03-2025,March,2025,118,Adventure,tt14513804,200480609
115189,-0.58,115189,-0.58,8,Captain America: Brave New World,FALSE,Thailand,06-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
291900,-0.833,291900,-0.833,6,Captain America: Brave New World,FALSE,Thailand,20-02-2025,February,2025,118,Action,tt14513804,200480609
291900,-0.833,291900,-0.833,6,Captain America: Brave New World,FALSE,Thailand,20-02-2025,February,2025,118,Adventure,tt14513804,200480609
291900,-0.833,291900,-0.833,6,Captain America: Brave New World,FALSE,Thailand,20-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
1748433,66.463,1748433,66.463,7,Captain America: Brave New World,FALSE,Thailand,13-02-2025,February,2025,118,Action,tt14513804,200480609
1748433,66.463,1748433,66.463,7,Captain America: Brave New World,FALSE,Thailand,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
1748433,66.463,1748433,66.463,7,Captain America: Brave New World,FALSE,Thailand,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
533966,-0.499,674793,-0.452,54,Captain America: Brave New World,FALSE,UAE,06-03-2025,March,2025,118,Action,tt14513804,200480609
533966,-0.499,674793,-0.452,54,Captain America: Brave New World,FALSE,UAE,06-03-2025,March,2025,118,Adventure,tt14513804,200480609
533966,-0.499,674793,-0.452,54,Captain America: Brave New World,FALSE,UAE,06-03-2025,March,2025,118,Sci-Fi,tt14513804,200480609
2130081,-0.166,2379222,-0.155,49,Captain America: Brave New World,FALSE,UAE,20-02-2025,February,2025,118,Action,tt14513804,200480609
2130081,-0.166,2379222,-0.155,49,Captain America: Brave New World,FALSE,UAE,20-02-2025,February,2025,118,Adventure,tt14513804,200480609
2130081,-0.166,2379222,-0.155,49,Captain America: Brave New World,FALSE,UAE,20-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
2554801,0.566,2816968,0.394,46,Captain America: Brave New World,FALSE,UAE,13-02-2025,February,2025,118,Action,tt14513804,200480609
2554801,0.566,2816968,0.394,46,Captain America: Brave New World,FALSE,UAE,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
2554801,0.566,2816968,0.394,46,Captain America: Brave New World,FALSE,UAE,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
409992,-0.454,534985,-0.44,38,Captain America: Brave New World,FALSE,Romania,21-02-2025,February,2025,118,Action,tt14513804,200480609
409992,-0.454,534985,-0.44,38,Captain America: Brave New World,FALSE,Romania,21-02-2025,February,2025,118,Adventure,tt14513804,200480609
409992,-0.454,534985,-0.44,38,Captain America: Brave New World,FALSE,Romania,21-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
750672,0.621,954564,0.37,37,Captain America: Brave New World,FALSE,Romania,14-02-2025,February,2025,118,Action,tt14513804,200480609
750672,0.621,954564,0.37,37,Captain America: Brave New World,FALSE,Romania,14-02-2025,February,2025,118,Adventure,tt14513804,200480609
750672,0.621,954564,0.37,37,Captain America: Brave New World,FALSE,Romania,14-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
683531,-0.382,781006,-0.37,40,Captain America: Brave New World,FALSE,Portugal,20-02-2025,February,2025,118,Action,tt14513804,200480609
683531,-0.382,781006,-0.37,40,Captain America: Brave New World,FALSE,Portugal,20-02-2025,February,2025,118,Adventure,tt14513804,200480609
683531,-0.382,781006,-0.37,40,Captain America: Brave New World,FALSE,Portugal,20-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
1106080,0.464,1239286,0.333,37,Captain America: Brave New World,FALSE,Portugal,13-02-2025,February,2025,118,Action,tt14513804,200480609
1106080,0.464,1239286,0.333,37,Captain America: Brave New World,FALSE,Portugal,13-02-2025,February,2025,118,Adventure,tt14513804,200480609
1106080,0.464,1239286,0.333,37,Captain America: Brave New World,FALSE,Portugal,13-02-2025,February,2025,118,Sci-Fi,tt14513804,200480609
17517827,0.379,17532467,0.38,13,Cells at Work!,FALSE,Japan,04-01-2025,January,2025,24,Animation,tt8673610,254567693
17517827,0.379,17532467,0.38,13,Cells at Work!,FALSE,Japan,04-01-2025,January,2025,24,Action,tt8673610,160991022
17517827,0.379,17532467,0.38,13,Cells at Work!,FALSE,Japan,04-01-2025,January,2025,24,Adventure,tt8673610,200480609
374366,0.198,449282,0.224,21,Cernak,FALSE,Slovakia,13-03-2025,March,2025,127,Crime,tt33363796,160991022
312439,-0.245,367183,-0.194,22,Cernak,FALSE,Slovakia,06-03-2025,March,2025,127,Crime,tt33363796,160991022
574464,-0.277,625742,-0.286,21,Cernak,FALSE,Slovakia,20-02-2025,February,2025,127,Crime,tt33363796,160991022
794790,-0.09,875983,-0.06,21,Cernak,FALSE,Slovakia,13-02-2025,February,2025,127,Crime,tt33363796,160991022
873417,-0.365,932251,-0.346,22,Cernak,FALSE,Slovakia,06-02-2025,February,2025,127,Crime,tt33363796,160991022
102624,-0.114,102624,-0.114,9,Conclave,FALSE,Australia,07-02-2025,February,2025,120,Drama,tt20215234,32580655
102624,-0.114,102624,-0.114,9,Conclave,FALSE,Australia,07-02-2025,February,2025,120,Thriller,tt20215234,32580655
102624,-0.114,102624,-0.114,9,Conclave,FALSE,India,07-02-2025,February,2025,120,Drama,tt20215234,32580655
102624,-0.114,102624,-0.114,9,Conclave,FALSE,India,07-02-2025,February,2025,120,Thriller,tt20215234,32580655
838,-0.431,838,-0.431,1,Conclave,FALSE,Uruguay,15-05-2025,May,2025,120,Drama,tt20215234,32580655
838,-0.431,838,-0.431,1,Conclave,FALSE,Uruguay,15-05-2025,May,2025,120,Thriller,tt20215234,32580655
1472,-0.407,1472,-0.407,1,Conclave,FALSE,Uruguay,08-05-2025,May,2025,120,Drama,tt20215234,32580655
1472,-0.407,1472,-0.407,1,Conclave,FALSE,Uruguay,08-05-2025,May,2025,120,Thriller,tt20215234,32580655
2481,-0.526,2481,-0.526,2,Conclave,FALSE,Uruguay,01-05-2025,May,2025,120,Drama,tt20215234,32580655
2481,-0.526,2481,-0.526,2,Conclave,FALSE,Uruguay,01-05-2025,May,2025,120,Thriller,tt20215234,32580655
5237,-0.38,5237,-0.38,4,Conclave,FALSE,Uruguay,24-04-2025,April,2025,120,Drama,tt20215234,32580655
5237,-0.38,5237,-0.38,4,Conclave,FALSE,Uruguay,24-04-2025,April,2025,120,Thriller,tt20215234,32580655
36675,-0.265,36675,-0.265,10,Conclave,FALSE,Uruguay,20-02-2025,February,2025,120,Drama,tt20215234,32580655
36675,-0.265,36675,-0.265,10,Conclave,FALSE,Uruguay,20-02-2025,February,2025,120,Thriller,tt20215234,32580655
37512,0.24,37512,0.24,9,Conclave,FALSE,Uruguay,06-02-2025,February,2025,120,Drama,tt20215234,32580655
37512,0.24,37512,0.24,9,Conclave,FALSE,Uruguay,06-02-2025,February,2025,120,Thriller,tt20215234,32580655
1850,-0.996,1850,-0.997,2,Conclave,FALSE,Portugal,15-05-2025,May,2025,120,Drama,tt20215234,32580655
1850,-0.996,1850,-0.997,2,Conclave,FALSE,Portugal,15-05-2025,May,2025,120,Thriller,tt20215234,32580655
8514425,1.867,9081298,1.431,38,Dark Nuns,FALSE,South Korea,24-01-2025,January,2025,110,Horror,tt32491690,74346140
8514425,1.867,9081298,1.431,38,Dark Nuns,FALSE,South Korea,24-01-2025,January,2025,95,Mystery,tt32491690,21474035
8514425,1.867,9081298,1.431,38,Dark Nuns,FALSE,South Korea,24-01-2025,January,2025,114,Thriller,tt32491690,34790683
1565139,-0.359,1846058,-0.314,51,Dayi: Bir Adamin Hikayesi 2,FALSE,Turkey,07-02-2025,February,2025,100,Action,tt33268102,160991022
1565139,-0.359,1846058,-0.314,51,Dayi: Bir Adamin Hikayesi 2,FALSE,Turkey,07-02-2025,February,2025,100,Adventure,tt33268102,200480609
1565139,-0.359,1846058,-0.314,51,Dayi: Bir Adamin Hikayesi 2,FALSE,Turkey,07-02-2025,February,2025,100,Drama,tt33268102,32580655
51741865,7.305,52173246,7.318,19,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,FALSE,Japan,19-04-2025,April,2025,87,Animation,tt16492678,254567693
51741865,7.305,52173246,7.318,19,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,FALSE,Japan,19-04-2025,April,2025,87,Action,tt16492678,160991022
51741865,7.305,52173246,7.318,19,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,FALSE,Japan,19-04-2025,April,2025,87,Fantasy,tt16492678,86656856
247000,0.835,247405,0.838,11,Den of Thieves: Pantera,FALSE,Greece,23-01-2025,January,2025,144,Action,tt8008948,36015016
247000,0.835,247405,0.838,11,Den of Thieves: Pantera,FALSE,Greece,23-01-2025,January,2025,144,Crime,tt8008948,36015016
247000,0.835,247405,0.838,11,Den of Thieves: Pantera,FALSE,Greece,23-01-2025,January,2025,144,Drama,tt8008948,36015016
379063,0.216,379063,0.216,5,Den of Thieves: Pantera,FALSE,Israel,09-01-2025,January,2025,144,Action,tt8008948,36015016
379063,0.216,379063,0.216,5,Den of Thieves: Pantera,FALSE,Israel,09-01-2025,January,2025,144,Crime,tt8008948,36015016
379063,0.216,379063,0.216,5,Den of Thieves: Pantera,FALSE,Israel,09-01-2025,January,2025,144,Drama,tt8008948,36015016
285029,-0.622,285029,-0.622,9,Den of Thieves: Pantera,FALSE,Taiwan,07-02-2025,February,2025,144,Action,tt8008948,36015016
285029,-0.622,285029,-0.622,9,Den of Thieves: Pantera,FALSE,Taiwan,07-02-2025,February,2025,144,Crime,tt8008948,36015016
285029,-0.622,285029,-0.622,9,Den of Thieves: Pantera,FALSE,Taiwan,07-02-2025,February,2025,144,Drama,tt8008948,36015016
2879144,-0.377,2888084,-0.376,15,Detective Kien: The Headless Horror,FALSE,Vietnam,09-05-2025,May,2025,131,Drama,tt36386168,32580655
2879144,-0.377,2888084,-0.376,15,Detective Kien: The Headless Horror,FALSE,Vietnam,09-05-2025,May,2025,131,Horror,tt36386168,74346140
2879144,-0.377,2888084,-0.376,15,Detective Kien: The Headless Horror,FALSE,Vietnam,09-05-2025,May,2025,131,Mystery,tt36386168,21474035
2108232,725.977,2127113,732.487,23,Detective Kien: The Headless Horror,FALSE,Vietnam,25-04-2025,April,2025,131,Drama,tt36386168,32580655
2108232,725.977,2127113,732.487,23,Detective Kien: The Headless Horror,FALSE,Vietnam,25-04-2025,April,2025,131,Horror,tt36386168,74346140
2108232,725.977,2127113,732.487,23,Detective Kien: The Headless Horror,FALSE,Vietnam,25-04-2025,April,2025,131,Mystery,tt36386168,21474035
17715,-0.726,17715,-0.726,4,Dog Man,FALSE,Australia,25-04-2025,April,2025,89,Animation,tt10954718,97970355
17715,-0.726,17715,-0.726,4,Dog Man,FALSE,Australia,25-04-2025,April,2025,89,Action,tt10954718,97970355
17715,-0.726,17715,-0.726,4,Dog Man,FALSE,Australia,25-04-2025,April,2025,89,Adventure,tt10954718,97970355
17715,-0.726,17715,-0.726,4,Dog Man,FALSE,India,25-04-2025,April,2025,89,Animation,tt10954718,97970355
17715,-0.726,17715,-0.726,4,Dog Man,FALSE,India,25-04-2025,April,2025,89,Action,tt10954718,97970355
17715,-0.726,17715,-0.726,4,Dog Man,FALSE,India,25-04-2025,April,2025,89,Adventure,tt10954718,97970355
9205960,0.218,11208821,0.113,47,Dog Man,FALSE,United Kingdom,07-02-2025,February,2025,89,Animation,tt10954718,97970355
9205960,0.218,11208821,0.113,47,Dog Man,FALSE,United Kingdom,07-02-2025,February,2025,89,Action,tt10954718,97970355
9205960,0.218,11208821,0.113,47,Dog Man,FALSE,United Kingdom,07-02-2025,February,2025,89,Adventure,tt10954718,97970355
4725,0.097,4725,0.097,5,Dog Man,FALSE,Greece,24-04-2025,April,2025,89,Animation,tt10954718,97970355
4725,0.097,4725,0.097,5,Dog Man,FALSE,Greece,24-04-2025,April,2025,89,Action,tt10954718,97970355
4725,0.097,4725,0.097,5,Dog Man,FALSE,Greece,24-04-2025,April,2025,89,Adventure,tt10954718,97970355
302199,0.408,302199,0.408,9,Dog Man,FALSE,Greece,13-02-2025,February,2025,89,Animation,tt10954718,97970355
302199,0.408,302199,0.408,9,Dog Man,FALSE,Greece,13-02-2025,February,2025,89,Action,tt10954718,97970355
302199,0.408,302199,0.408,9,Dog Man,FALSE,Greece,13-02-2025,February,2025,89,Adventure,tt10954718,97970355
37505,0.077,37505,0.077,3,Dog Man,FALSE,Israel,15-05-2025,May,2025,89,Animation,tt10954718,97970355
37505,0.077,37505,0.077,3,Dog Man,FALSE,Israel,15-05-2025,May,2025,89,Action,tt10954718,97970355
37505,0.077,37505,0.077,3,Dog Man,FALSE,Israel,15-05-2025,May,2025,89,Adventure,tt10954718,97970355
102889,23.226,102889,23.226,7,Dog Man,FALSE,Israel,17-04-2025,April,2025,89,Animation,tt10954718,97970355
102889,23.226,102889,23.226,7,Dog Man,FALSE,Israel,17-04-2025,April,2025,89,Action,tt10954718,97970355
102889,23.226,102889,23.226,7,Dog Man,FALSE,Israel,17-04-2025,April,2025,89,Adventure,tt10954718,97970355
189749,-0.554,189749,-0.554,10,Dog Man,FALSE,Israel,20-03-2025,March,2025,89,Animation,tt10954718,97970355
189749,-0.554,189749,-0.554,10,Dog Man,FALSE,Israel,20-03-2025,March,2025,89,Action,tt10954718,97970355
189749,-0.554,189749,-0.554,10,Dog Man,FALSE,Israel,20-03-2025,March,2025,89,Adventure,tt10954718,97970355
424981,1.555,425317,1.557,11,Dog Man,FALSE,Israel,13-03-2025,March,2025,89,Animation,tt10954718,97970355
424981,1.555,425317,1.557,11,Dog Man,FALSE,Israel,13-03-2025,March,2025,89,Action,tt10954718,97970355
424981,1.555,425317,1.557,11,Dog Man,FALSE,Israel,13-03-2025,March,2025,89,Adventure,tt10954718,97970355
162334,0.071,169082,0.051,15,Dog Man,FALSE,Singapore,13-03-2025,March,2025,89,Animation,tt10954718,97970355
162334,0.071,169082,0.051,15,Dog Man,FALSE,Singapore,13-03-2025,March,2025,89,Action,tt10954718,97970355
162334,0.071,169082,0.051,15,Dog Man,FALSE,Singapore,13-03-2025,March,2025,89,Adventure,tt10954718,97970355
3290112,-0.239,3993133,-0.231,59,Dog Man,FALSE,Spain,07-02-2025,February,2025,89,Animation,tt10954718,97970355
3290112,-0.239,3993133,-0.231,59,Dog Man,FALSE,Spain,07-02-2025,February,2025,89,Action,tt10954718,97970355
3290112,-0.239,3993133,-0.231,59,Dog Man,FALSE,Spain,07-02-2025,February,2025,89,Adventure,tt10954718,97970355
21146,-0.965,21146,-0.968,2,Dog Man,FALSE,UAE,27-03-2025,March,2025,89,Animation,tt10954718,97970355
21146,-0.965,21146,-0.968,2,Dog Man,FALSE,UAE,27-03-2025,March,2025,89,Action,tt10954718,97970355
21146,-0.965,21146,-0.968,2,Dog Man,FALSE,UAE,27-03-2025,March,2025,89,Adventure,tt10954718,97970355
1388,-0.593,1388,-0.593,1,Dog Man,FALSE,Trinad & Tobago,19-03-2025,March,2025,89,Animation,tt10954718,97970355
1388,-0.593,1388,-0.593,1,Dog Man,FALSE,Trinad & Tobago,19-03-2025,March,2025,89,Action,tt10954718,97970355
1388,-0.593,1388,-0.593,1,Dog Man,FALSE,Trinad & Tobago,19-03-2025,March,2025,89,Adventure,tt10954718,97970355
3411,-0.451,3411,-0.451,2,Dog Man,FALSE,Trinad & Tobago,12-03-2025,March,2025,89,Animation,tt10954718,97970355
3411,-0.451,3411,-0.451,2,Dog Man,FALSE,Trinad & Tobago,12-03-2025,March,2025,89,Action,tt10954718,97970355
3411,-0.451,3411,-0.451,2,Dog Man,FALSE,Trinad & Tobago,12-03-2025,March,2025,89,Adventure,tt10954718,97970355
6214,-0.062,6214,-0.062,3,Dog Man,FALSE,Trinad & Tobago,05-03-2025,March,2025,89,Animation,tt10954718,97970355
6214,-0.062,6214,-0.062,3,Dog Man,FALSE,Trinad & Tobago,05-03-2025,March,2025,89,Action,tt10954718,97970355
6214,-0.062,6214,-0.062,3,Dog Man,FALSE,Trinad & Tobago,05-03-2025,March,2025,89,Adventure,tt10954718,97970355
7832,-0.35,7832,-0.35,3,Dog Man,FALSE,Trinad & Tobago,19-02-2025,February,2025,89,Animation,tt10954718,97970355
7832,-0.35,7832,-0.35,3,Dog Man,FALSE,Trinad & Tobago,19-02-2025,February,2025,89,Action,tt10954718,97970355
7832,-0.35,7832,-0.35,3,Dog Man,FALSE,Trinad & Tobago,19-02-2025,February,2025,89,Adventure,tt10954718,97970355
7967,-0.353,7967,-0.353,1,Dog Man,FALSE,Trinad & Tobago,05-02-2025,February,2025,89,Animation,tt10954718,97970355
7967,-0.353,7967,-0.353,1,Dog Man,FALSE,Trinad & Tobago,05-02-2025,February,2025,89,Action,tt10954718,97970355
7967,-0.353,7967,-0.353,1,Dog Man,FALSE,Trinad & Tobago,05-02-2025,February,2025,89,Adventure,tt10954718,97970355
6229952,-0.146,6272626,-0.184,17,Doraemon: Nobita's Art World Tales,FALSE,Japan,12-04-2025,April,2025,118,Animation,tt33512868,254567693
6229952,-0.146,6272626,-0.184,17,Doraemon: Nobita's Art World Tales,FALSE,Japan,12-04-2025,April,2025,118,Adventure,tt33512868,200480609
6229952,-0.146,6272626,-0.184,17,Doraemon: Nobita's Art World Tales,FALSE,Japan,12-04-2025,April,2025,101,Comedy,tt33512868,236115100
7293031,-0.196,7683252,-0.163,19,Doraemon: Nobita's Art World Tales,FALSE,Japan,05-04-2025,April,2025,118,Animation,tt33512868,254567693
