Rank,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Long Weekend,Country,Formatted_Date,Month,Year,Runtime,Genre,IMDb_ID,Budget
256299,0.906,256299,0.906,10,Longlegs,FALSE,India,04-04-2025,April,2025,101,Thriller,tt23468450,74346140
320057,0.859,322188,0.871,13,Longlegs,FALSE,Finland,04-04-2025,April,2025,101,Crime,tt23468450,74346140
320057,0.859,322188,0.871,13,Longlegs,FALSE,Finland,04-04-2025,April,2025,101,Horror,tt23468450,74346140
320057,0.859,322188,0.871,13,Longlegs,FALSE,Finland,04-04-2025,April,2025,101,Thriller,tt23468450,74346140
403399,0.519,406221,0.512,15,Longlegs,FALSE,Denmark,03-04-2025,April,2025,101,Crime,tt23468450,74346140
403399,0.519,406221,0.512,15,Longlegs,FALSE,Denmark,03-04-2025,April,2025,101,Horror,tt23468450,74346140
403399,0.519,406221,0.512,15,Longlegs,FALSE,Denmark,03-04-2025,April,2025,101,Thriller,tt23468450,74346140
208455,2.008,208455,2.008,8,Longlegs,FALSE,Greece,03-04-2025,April,2025,101,Crime,tt23468450,74346140
208455,2.008,208455,2.008,8,Longlegs,FALSE,Greece,03-04-2025,April,2025,101,Horror,tt23468450,74346140
208455,2.008,208455,2.008,8,Longlegs,FALSE,Greece,03-04-2025,April,2025,101,Thriller,tt23468450,74346140
183670,-0.259,185231,-0.255,14,Longlegs,FALSE,Singapore,03-04-2025,April,2025,101,Crime,tt23468450,74346140
183670,-0.259,185231,-0.255,14,Longlegs,FALSE,Singapore,03-04-2025,April,2025,101,Horror,tt23468450,74346140
183670,-0.259,185231,-0.255,14,Longlegs,FALSE,Singapore,03-04-2025,April,2025,101,Thriller,tt23468450,74346140
491138,0.454,506882,0.418,17,Longlegs,FALSE,Sweden,04-04-2025,April,2025,101,Crime,tt23468450,74346140
491138,0.454,506882,0.418,17,Longlegs,FALSE,Sweden,04-04-2025,April,2025,101,Horror,tt23468450,74346140
491138,0.454,506882,0.418,17,Longlegs,FALSE,Sweden,04-04-2025,April,2025,101,Thriller,tt23468450,74346140
367896,0.923,367896,0.923,9,Longlegs,FALSE,Taiwan,04-04-2025,April,2025,101,Crime,tt23468450,74346140
367896,0.923,367896,0.923,9,Longlegs,FALSE,Taiwan,04-04-2025,April,2025,101,Horror,tt23468450,74346140
367896,0.923,367896,0.923,9,Longlegs,FALSE,Taiwan,04-04-2025,April,2025,101,Thriller,tt23468450,74346140
167612,0.821,167612,0.821,4,Longlegs,FALSE,Thailand,03-04-2025,April,2025,101,Crime,tt23468450,74346140
167612,0.821,167612,0.821,4,Longlegs,FALSE,Thailand,03-04-2025,April,2025,101,Horror,tt23468450,74346140
167612,0.821,167612,0.821,4,Longlegs,FALSE,Thailand,03-04-2025,April,2025,101,Thriller,tt23468450,74346140
33496,0.915,33496,0.915,6,Longlegs,FALSE,Uruguay,03-04-2025,April,2025,101,Crime,tt23468450,74346140
33496,0.915,33496,0.915,6,Longlegs,FALSE,Uruguay,03-04-2025,April,2025,101,Horror,tt23468450,74346140
33496,0.915,33496,0.915,6,Longlegs,FALSE,Uruguay,03-04-2025,April,2025,101,Thriller,tt23468450,74346140
24978,-0.477,24978,-0.477,6,Love Hurts,FALSE,Malaysia,06-02-2025,February,2025,83,Action,tt30788842,15683090
24978,-0.477,24978,-0.477,6,Love Hurts,FALSE,Malaysia,06-02-2025,February,2025,83,Comedy,tt30788842,15683090
24978,-0.477,24978,-0.477,6,Love Hurts,FALSE,Malaysia,06-02-2025,February,2025,83,Romance,tt30788842,15683090
144455,-0.079,144455,-0.079,9,Love Hurts,FALSE,Israel,06-02-2025,February,2025,83,Action,tt30788842,15683090
144455,-0.079,144455,-0.079,9,Love Hurts,FALSE,Israel,06-02-2025,February,2025,83,Comedy,tt30788842,15683090
144455,-0.079,144455,-0.079,9,Love Hurts,FALSE,Israel,06-02-2025,February,2025,83,Romance,tt30788842,15683090
98079,-0.719,98079,-0.719,5,Love Hurts,FALSE,Ukraine,06-02-2025,February,2025,83,Action,tt30788842,15683090
98079,-0.719,98079,-0.719,5,Love Hurts,FALSE,Ukraine,06-02-2025,February,2025,83,Comedy,tt30788842,15683090
98079,-0.719,98079,-0.719,5,Love Hurts,FALSE,Ukraine,06-02-2025,February,2025,83,Romance,tt30788842,15683090
8728445,-0.374,11462062,-0.339,37,"Ma mère, Dieu et Sylvie Vartan",FALSE,France,26-03-2025,March,2025,102,Drama,tt29927144,32580655
4308,-0.723,4308,-0.723,3,Magazine Dreams,FALSE,Greece,17-04-2025,April,2025,123,Drama,tt13652142,1166243
445575,0.164,453787,0.185,13,Maria,FALSE,Finland,24-01-2025,January,2025,124,Biography,tt22893404,74998243
445575,0.164,453787,0.185,13,Maria,FALSE,Finland,24-01-2025,January,2025,124,Drama,tt22893404,32580655
445575,0.164,453787,0.185,13,Maria,FALSE,Finland,24-01-2025,January,2025,124,Music,tt22893404,74998243
455355,0.014,596538,0.086,46,Mentorii,FALSE,Romania,14-03-2025,March,2025,101,Comedy,tt34714055,236115100
448892,-0.304,549206,-0.274,51,Mentorii,FALSE,Romania,07-03-2025,March,2025,101,Comedy,tt34714055,236115100
4124466,-0.086,4540470,-0.081,37,Mickey 17,FALSE,South Korea,21-03-2025,March,2025,137,Adventure,tt12299608,46047147
4124466,-0.086,4540470,-0.081,37,Mickey 17,FALSE,South Korea,21-03-2025,March,2025,137,Comedy,tt12299608,46047147
4124466,-0.086,4540470,-0.081,37,Mickey 17,FALSE,South Korea,21-03-2025,March,2025,137,Fantasy,tt12299608,46047147
4511910,-0.143,4941341,-0.119,40,Mickey 17,FALSE,South Korea,14-03-2025,March,2025,137,Adventure,tt12299608,46047147
4511910,-0.143,4941341,-0.119,40,Mickey 17,FALSE,South Korea,14-03-2025,March,2025,137,Comedy,tt12299608,46047147
4511910,-0.143,4941341,-0.119,40,Mickey 17,FALSE,South Korea,14-03-2025,March,2025,137,Fantasy,tt12299608,46047147
5263386,-0.549,5607266,-0.537,41,Mickey 17,FALSE,South Korea,07-03-2025,March,2025,137,Adventure,tt12299608,46047147
5263386,-0.549,5607266,-0.537,41,Mickey 17,FALSE,South Korea,07-03-2025,March,2025,137,Comedy,tt12299608,46047147
5263386,-0.549,5607266,-0.537,41,Mickey 17,FALSE,South Korea,07-03-2025,March,2025,137,Fantasy,tt12299608,46047147
1448469,3.449,1448469,3.449,3,Mickey 17,FALSE,China,07-03-2025,March,2025,137,Adventure,tt12299608,46047147
1448469,3.449,1448469,3.449,3,Mickey 17,FALSE,China,07-03-2025,March,2025,137,Comedy,tt12299608,46047147
1448469,3.449,1448469,3.449,3,Mickey 17,FALSE,China,07-03-2025,March,2025,137,Fantasy,tt12299608,46047147
6896658,-0.254,8021697,-0.22,55,Mickey 17,FALSE,United Kingdom,14-03-2025,March,2025,137,Adventure,tt12299608,46047147
6896658,-0.254,8021697,-0.22,55,Mickey 17,FALSE,United Kingdom,14-03-2025,March,2025,137,Comedy,tt12299608,46047147
6896658,-0.254,8021697,-0.22,55,Mickey 17,FALSE,United Kingdom,14-03-2025,March,2025,137,Fantasy,tt12299608,46047147
9247290,-0.129,10284185,-0.129,57,Mickey 17,FALSE,United Kingdom,07-03-2025,March,2025,137,Adventure,tt12299608,46047147
9247290,-0.129,10284185,-0.129,57,Mickey 17,FALSE,United Kingdom,07-03-2025,March,2025,137,Comedy,tt12299608,46047147
9247290,-0.129,10284185,-0.129,57,Mickey 17,FALSE,United Kingdom,07-03-2025,March,2025,137,Fantasy,tt12299608,46047147
8523991,-0.098,11647581,-0.073,33,Mickey 17,FALSE,France,12-03-2025,March,2025,137,Adventure,tt12299608,46047147
8523991,-0.098,11647581,-0.073,33,Mickey 17,FALSE,France,12-03-2025,March,2025,137,Comedy,tt12299608,46047147
8523991,-0.098,11647581,-0.073,33,Mickey 17,FALSE,France,12-03-2025,March,2025,137,Fantasy,tt12299608,46047147
9452006,-0.102,12560239,-0.146,32,Mickey 17,FALSE,France,05-03-2025,March,2025,137,Adventure,tt12299608,46047147
9452006,-0.102,12560239,-0.146,32,Mickey 17,FALSE,France,05-03-2025,March,2025,137,Comedy,tt12299608,46047147
9452006,-0.102,12560239,-0.146,32,Mickey 17,FALSE,France,05-03-2025,March,2025,137,Fantasy,tt12299608,46047147
3888627,-0.053,5371143,0.07,57,Mickey 17,FALSE,Spain,07-03-2025,March,2025,137,Adventure,tt12299608,46047147
3888627,-0.053,5371143,0.07,57,Mickey 17,FALSE,Spain,07-03-2025,March,2025,137,Comedy,tt12299608,46047147
3888627,-0.053,5371143,0.07,57,Mickey 17,FALSE,Spain,07-03-2025,March,2025,137,Fantasy,tt12299608,46047147
811024,0.612,812239,0.613,13,Mickey 17,FALSE,Taiwan,07-03-2025,March,2025,137,Adventure,tt12299608,46047147
811024,0.612,812239,0.613,13,Mickey 17,FALSE,Taiwan,07-03-2025,March,2025,137,Comedy,tt12299608,46047147
811024,0.612,812239,0.613,13,Mickey 17,FALSE,Taiwan,07-03-2025,March,2025,137,Fantasy,tt12299608,46047147
475351,-0.315,598857,-0.306,63,Mickey 17,FALSE,Turkey,14-03-2025,March,2025,137,Adventure,tt12299608,46047147
475351,-0.315,598857,-0.306,63,Mickey 17,FALSE,Turkey,14-03-2025,March,2025,137,Comedy,tt12299608,46047147
475351,-0.315,598857,-0.306,63,Mickey 17,FALSE,Turkey,14-03-2025,March,2025,137,Fantasy,tt12299608,46047147
693628,3.451,862809,4.536,54,Mickey 17,FALSE,Turkey,07-03-2025,March,2025,137,Adventure,tt12299608,46047147
693628,3.451,862809,4.536,54,Mickey 17,FALSE,Turkey,07-03-2025,March,2025,137,Comedy,tt12299608,46047147
693628,3.451,862809,4.536,54,Mickey 17,FALSE,Turkey,07-03-2025,March,2025,137,Fantasy,tt12299608,46047147
716367,1.528,881867,2.112,35,Mickey 17,FALSE,Portugal,06-03-2025,March,2025,137,Adventure,tt12299608,46047147
716367,1.528,881867,2.112,35,Mickey 17,FALSE,Portugal,06-03-2025,March,2025,137,Comedy,tt12299608,46047147
716367,1.528,881867,2.112,35,Mickey 17,FALSE,Portugal,06-03-2025,March,2025,137,Fantasy,tt12299608,46047147
8036840,0.444,8323968,0.391,40,Mission: Impossible - The Final Reckoning,FALSE,South Korea,16-05-2025,May,2025,169,Action,tt9603208,131894402
8036840,0.444,8323968,0.391,40,Mission: Impossible - The Final Reckoning,FALSE,South Korea,16-05-2025,May,2025,169,Adventure,tt9603208,131894402
8036840,0.444,8323968,0.391,40,Mission: Impossible - The Final Reckoning,FALSE,South Korea,16-05-2025,May,2025,169,Thriller,tt9603208,131894402
805391,0.411,816966,0.431,12,Moana 2,FALSE,Denmark,23-01-2025,January,2025,100,Animation,tt13622970,460405297
805391,0.411,816966,0.431,12,Moana 2,FALSE,Denmark,23-01-2025,January,2025,100,Adventure,tt13622970,460405297
805391,0.411,816966,0.431,12,Moana 2,FALSE,Denmark,23-01-2025,January,2025,100,Comedy,tt13622970,460405297
1446773,-0.07,1446773,-0.07,7,Moana 2,FALSE,Denmark,02-01-2025,January,2025,100,Animation,tt13622970,460405297
1446773,-0.07,1446773,-0.07,7,Moana 2,FALSE,Denmark,02-01-2025,January,2025,100,Adventure,tt13622970,460405297
1446773,-0.07,1446773,-0.07,7,Moana 2,FALSE,Denmark,02-01-2025,January,2025,100,Comedy,tt13622970,460405297
503414,-0.246,508569,-0.254,12,Moana 2,FALSE,Sweden,07-02-2025,February,2025,100,Animation,tt13622970,460405297
503414,-0.246,508569,-0.254,12,Moana 2,FALSE,Sweden,07-02-2025,February,2025,100,Adventure,tt13622970,460405297
503414,-0.246,508569,-0.254,12,Moana 2,FALSE,Sweden,07-02-2025,February,2025,100,Comedy,tt13622970,460405297
934374,0.205,944521,0.218,12,Moana 2,FALSE,Sweden,24-01-2025,January,2025,100,Animation,tt13622970,460405297
934374,0.205,944521,0.218,12,Moana 2,FALSE,Sweden,24-01-2025,January,2025,100,Adventure,tt13622970,460405297
934374,0.205,944521,0.218,12,Moana 2,FALSE,Sweden,24-01-2025,January,2025,100,Comedy,tt13622970,460405297
7073935,-0.317,7505264,-0.303,14,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,08-02-2025,February,2025,118,Animation,tt34881132,254567693
7073935,-0.317,7505264,-0.303,14,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,08-02-2025,February,2025,118,Action,tt34881132,160991022
7073935,-0.317,7505264,-0.303,14,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,08-02-2025,February,2025,118,Adventure,tt34881132,200480609
10364045,-0.185,10766783,-0.178,15,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,01-02-2025,February,2025,118,Animation,tt34881132,254567693
10364045,-0.185,10766783,-0.178,15,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,01-02-2025,February,2025,118,Action,tt34881132,160991022
10364045,-0.185,10766783,-0.178,15,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,01-02-2025,February,2025,118,Adventure,tt34881132,200480609
12723756,-0.118,13105896,-0.092,14,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,25-01-2025,January,2025,118,Animation,tt34881132,254567693
12723756,-0.118,13105896,-0.092,14,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,25-01-2025,January,2025,118,Action,tt34881132,160991022
12723756,-0.118,13105896,-0.092,14,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,25-01-2025,January,2025,118,Adventure,tt34881132,200480609
14430803,0.234,14432313,0.233,11,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,18-01-2025,January,2025,118,Animation,tt34881132,254567693
14430803,0.234,14432313,0.233,11,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,18-01-2025,January,2025,118,Action,tt34881132,160991022
14430803,0.234,14432313,0.233,11,Mobile Suit Gundam GQuuuuuuX: Beginning,FALSE,Japan,18-01-2025,January,2025,118,Adventure,tt34881132,200480609
3708147,-0.322,3728574,-0.318,15,Money Kisses,FALSE,Vietnam,14-02-2025,February,2025,118,N/A,tt35676748,145794338
5465271,-0.237,5470856,-0.237,14,Money Kisses,FALSE,Vietnam,07-02-2025,February,2025,118,N/A,tt35676748,145794338
827976,0.221,973588,0.272,20,More na dvore,FALSE,Czech Replublic,13-03-2025,March,2025,102,Comedy,tt35519509,236115100
678349,-0.178,765443,-0.219,19,More na dvore,FALSE,Czech Replublic,06-03-2025,March,2025,102,Comedy,tt35519509,236115100
224291,-0.509,224291,-0.509,7,Mufasa: The Lion King,FALSE,Australia,24-01-2025,January,2025,118,Animation,tt13186482,254567693
224291,-0.509,224291,-0.509,7,Mufasa: The Lion King,FALSE,Australia,24-01-2025,January,2025,118,Adventure,tt13186482,254567693
224291,-0.509,224291,-0.509,7,Mufasa: The Lion King,FALSE,Australia,24-01-2025,January,2025,118,Drama,tt13186482,254567693
457015,-0.332,457015,-0.332,7,Mufasa: The Lion King,FALSE,Australia,17-01-2025,January,2025,118,Animation,tt13186482,254567693
457015,-0.332,457015,-0.332,7,Mufasa: The Lion King,FALSE,Australia,17-01-2025,January,2025,118,Adventure,tt13186482,254567693
457015,-0.332,457015,-0.332,7,Mufasa: The Lion King,FALSE,Australia,17-01-2025,January,2025,118,Drama,tt13186482,254567693
684153,-0.6,684153,-0.6,6,Mufasa: The Lion King,FALSE,Australia,10-01-2025,January,2025,118,Animation,tt13186482,254567693
684153,-0.6,684153,-0.6,6,Mufasa: The Lion King,FALSE,Australia,10-01-2025,January,2025,118,Adventure,tt13186482,254567693
684153,-0.6,684153,-0.6,6,Mufasa: The Lion King,FALSE,Australia,10-01-2025,January,2025,118,Drama,tt13186482,254567693
1709136,-0.506,1709136,-0.506,5,Mufasa: The Lion King,FALSE,Australia,03-01-2025,January,2025,118,Animation,tt13186482,254567693
1709136,-0.506,1709136,-0.506,5,Mufasa: The Lion King,FALSE,Australia,03-01-2025,January,2025,118,Adventure,tt13186482,254567693
1709136,-0.506,1709136,-0.506,5,Mufasa: The Lion King,FALSE,Australia,03-01-2025,January,2025,118,Drama,tt13186482,254567693
224291,-0.509,224291,-0.509,7,Mufasa: The Lion King,FALSE,India,24-01-2025,January,2025,118,Animation,tt13186482,254567693
224291,-0.509,224291,-0.509,7,Mufasa: The Lion King,FALSE,India,24-01-2025,January,2025,118,Adventure,tt13186482,254567693
224291,-0.509,224291,-0.509,7,Mufasa: The Lion King,FALSE,India,24-01-2025,January,2025,118,Drama,tt13186482,254567693
457015,-0.332,457015,-0.332,7,Mufasa: The Lion King,FALSE,India,17-01-2025,January,2025,118,Animation,tt13186482,254567693
457015,-0.332,457015,-0.332,7,Mufasa: The Lion King,FALSE,India,17-01-2025,January,2025,118,Adventure,tt13186482,254567693
457015,-0.332,457015,-0.332,7,Mufasa: The Lion King,FALSE,India,17-01-2025,January,2025,118,Drama,tt13186482,254567693
684153,-0.6,684153,-0.6,6,Mufasa: The Lion King,FALSE,India,10-01-2025,January,2025,118,Animation,tt13186482,254567693
684153,-0.6,684153,-0.6,6,Mufasa: The Lion King,FALSE,India,10-01-2025,January,2025,118,Adventure,tt13186482,254567693
684153,-0.6,684153,-0.6,6,Mufasa: The Lion King,FALSE,India,10-01-2025,January,2025,118,Drama,tt13186482,254567693
1709136,-0.506,1709136,-0.506,5,Mufasa: The Lion King,FALSE,India,03-01-2025,January,2025,118,Animation,tt13186482,254567693
1709136,-0.506,1709136,-0.506,5,Mufasa: The Lion King,FALSE,India,03-01-2025,January,2025,118,Adventure,tt13186482,254567693
1709136,-0.506,1709136,-0.506,5,Mufasa: The Lion King,FALSE,India,03-01-2025,January,2025,118,Drama,tt13186482,254567693
3047419,0.174,3050924,0.164,13,Mufasa: The Lion King,FALSE,Brazil,06-02-2025,February,2025,118,Animation,tt13186482,254567693
3047419,0.174,3050924,0.164,13,Mufasa: The Lion King,FALSE,Brazil,06-02-2025,February,2025,118,Adventure,tt13186482,254567693
3047419,0.174,3050924,0.164,13,Mufasa: The Lion King,FALSE,Brazil,06-02-2025,February,2025,118,Drama,tt13186482,254567693
2306120,-0.377,2306120,-0.377,10,Mufasa: The Lion King,FALSE,Brazil,23-01-2025,January,2025,118,Animation,tt13186482,254567693
2306120,-0.377,2306120,-0.377,10,Mufasa: The Lion King,FALSE,Brazil,23-01-2025,January,2025,118,Adventure,tt13186482,254567693
2306120,-0.377,2306120,-0.377,10,Mufasa: The Lion King,FALSE,Brazil,23-01-2025,January,2025,118,Drama,tt13186482,254567693
3699110,0.139,3699110,0.139,8,Mufasa: The Lion King,FALSE,Brazil,16-01-2025,January,2025,118,Animation,tt13186482,254567693
3699110,0.139,3699110,0.139,8,Mufasa: The Lion King,FALSE,Brazil,16-01-2025,January,2025,118,Adventure,tt13186482,254567693
3699110,0.139,3699110,0.139,8,Mufasa: The Lion King,FALSE,Brazil,16-01-2025,January,2025,118,Drama,tt13186482,254567693
3248962,-0.698,3248962,-0.698,7,Mufasa: The Lion King,FALSE,Brazil,09-01-2025,January,2025,118,Animation,tt13186482,254567693
3248962,-0.698,3248962,-0.698,7,Mufasa: The Lion King,FALSE,Brazil,09-01-2025,January,2025,118,Adventure,tt13186482,254567693
3248962,-0.698,3248962,-0.698,7,Mufasa: The Lion King,FALSE,Brazil,09-01-2025,January,2025,118,Drama,tt13186482,254567693
4067,-0.555,4067,-0.555,2,Mufasa: The Lion King,FALSE,China,07-02-2025,February,2025,118,Animation,tt13186482,254567693
4067,-0.555,4067,-0.555,2,Mufasa: The Lion King,FALSE,China,07-02-2025,February,2025,118,Adventure,tt13186482,254567693
4067,-0.555,4067,-0.555,2,Mufasa: The Lion King,FALSE,China,07-02-2025,February,2025,118,Drama,tt13186482,254567693
578618,-0.681,578618,-0.681,3,Mufasa: The Lion King,FALSE,China,24-01-2025,January,2025,118,Animation,tt13186482,254567693
578618,-0.681,578618,-0.681,3,Mufasa: The Lion King,FALSE,China,24-01-2025,January,2025,118,Adventure,tt13186482,254567693
578618,-0.681,578618,-0.681,3,Mufasa: The Lion King,FALSE,China,24-01-2025,January,2025,118,Drama,tt13186482,254567693
914418,-0.65,914418,-0.65,3,Mufasa: The Lion King,FALSE,China,03-01-2025,January,2025,118,Animation,tt13186482,254567693
914418,-0.65,914418,-0.65,3,Mufasa: The Lion King,FALSE,China,03-01-2025,January,2025,118,Adventure,tt13186482,254567693
914418,-0.65,914418,-0.65,3,Mufasa: The Lion King,FALSE,China,03-01-2025,January,2025,118,Drama,tt13186482,254567693
14643983,-0.3,16280600,-0.232,42,Mufasa: The Lion King,FALSE,United Kingdom,10-01-2025,January,2025,118,Animation,tt13186482,254567693
14643983,-0.3,16280600,-0.232,42,Mufasa: The Lion King,FALSE,United Kingdom,10-01-2025,January,2025,118,Adventure,tt13186482,254567693
14643983,-0.3,16280600,-0.232,42,Mufasa: The Lion King,FALSE,United Kingdom,10-01-2025,January,2025,118,Drama,tt13186482,254567693
169105,-0.398,169105,-0.398,4,Mufasa: The Lion King,FALSE,Malaysia,09-01-2025,January,2025,118,Animation,tt13186482,254567693
169105,-0.398,169105,-0.398,4,Mufasa: The Lion King,FALSE,Malaysia,09-01-2025,January,2025,118,Adventure,tt13186482,254567693
169105,-0.398,169105,-0.398,4,Mufasa: The Lion King,FALSE,Malaysia,09-01-2025,January,2025,118,Drama,tt13186482,254567693
281028,-0.601,281028,-0.601,3,Mufasa: The Lion King,FALSE,Malaysia,02-01-2025,January,2025,118,Animation,tt13186482,254567693
281028,-0.601,281028,-0.601,3,Mufasa: The Lion King,FALSE,Malaysia,02-01-2025,January,2025,118,Adventure,tt13186482,254567693
281028,-0.601,281028,-0.601,3,Mufasa: The Lion King,FALSE,Malaysia,02-01-2025,January,2025,118,Drama,tt13186482,254567693
410260,-0.132,413429,-0.135,12,Mufasa: The Lion King,FALSE,Denmark,06-02-2025,February,2025,118,Animation,tt13186482,254567693
410260,-0.132,413429,-0.135,12,Mufasa: The Lion King,FALSE,Denmark,06-02-2025,February,2025,118,Adventure,tt13186482,254567693
410260,-0.132,413429,-0.135,12,Mufasa: The Lion King,FALSE,Denmark,06-02-2025,February,2025,118,Drama,tt13186482,254567693
570898,-0.251,570898,-0.251,7,Mufasa: The Lion King,FALSE,Denmark,16-01-2025,January,2025,118,Animation,tt13186482,254567693
570898,-0.251,570898,-0.251,7,Mufasa: The Lion King,FALSE,Denmark,16-01-2025,January,2025,118,Adventure,tt13186482,254567693
570898,-0.251,570898,-0.251,7,Mufasa: The Lion King,FALSE,Denmark,16-01-2025,January,2025,118,Drama,tt13186482,254567693
761942,-0.473,761942,-0.473,7,Mufasa: The Lion King,FALSE,Denmark,09-01-2025,January,2025,118,Animation,tt13186482,254567693
761942,-0.473,761942,-0.473,7,Mufasa: The Lion King,FALSE,Denmark,09-01-2025,January,2025,118,Adventure,tt13186482,254567693
761942,-0.473,761942,-0.473,7,Mufasa: The Lion King,FALSE,Denmark,09-01-2025,January,2025,118,Drama,tt13186482,254567693
8312710,-0.08,11777363,-0.082,33,Mufasa: The Lion King,FALSE,France,22-01-2025,January,2025,118,Animation,tt13186482,254567693
8312710,-0.08,11777363,-0.082,33,Mufasa: The Lion King,FALSE,France,22-01-2025,January,2025,118,Adventure,tt13186482,254567693
8312710,-0.08,11777363,-0.082,33,Mufasa: The Lion King,FALSE,France,22-01-2025,January,2025,118,Drama,tt13186482,254567693
9040099,-0.199,12835178,-0.137,32,Mufasa: The Lion King,FALSE,France,15-01-2025,January,2025,118,Animation,tt13186482,254567693
9040099,-0.199,12835178,-0.137,32,Mufasa: The Lion King,FALSE,France,15-01-2025,January,2025,118,Adventure,tt13186482,254567693
9040099,-0.199,12835178,-0.137,32,Mufasa: The Lion King,FALSE,France,15-01-2025,January,2025,118,Drama,tt13186482,254567693
11287849,-0.53,14871174,-0.49,32,Mufasa: The Lion King,FALSE,France,08-01-2025,January,2025,118,Animation,tt13186482,254567693
11287849,-0.53,14871174,-0.49,32,Mufasa: The Lion King,FALSE,France,08-01-2025,January,2025,118,Adventure,tt13186482,254567693
11287849,-0.53,14871174,-0.49,32,Mufasa: The Lion King,FALSE,France,08-01-2025,January,2025,118,Drama,tt13186482,254567693
24005909,0.057,29182222,0.133,34,Mufasa: The Lion King,FALSE,France,01-01-2025,January,2025,118,Animation,tt13186482,254567693
24005909,0.057,29182222,0.133,34,Mufasa: The Lion King,FALSE,France,01-01-2025,January,2025,118,Adventure,tt13186482,254567693
24005909,0.057,29182222,0.133,34,Mufasa: The Lion King,FALSE,France,01-01-2025,January,2025,118,Drama,tt13186482,254567693
53179,-0.584,53179,-0.584,9,Mufasa: The Lion King,FALSE,Singapore,06-02-2025,February,2025,118,Animation,tt13186482,254567693
53179,-0.584,53179,-0.584,9,Mufasa: The Lion King,FALSE,Singapore,06-02-2025,February,2025,118,Adventure,tt13186482,254567693
53179,-0.584,53179,-0.584,9,Mufasa: The Lion King,FALSE,Singapore,06-02-2025,February,2025,118,Drama,tt13186482,254567693
127494,-0.284,127494,-0.284,10,Mufasa: The Lion King,FALSE,Singapore,23-01-2025,January,2025,118,Animation,tt13186482,254567693
127494,-0.284,127494,-0.284,10,Mufasa: The Lion King,FALSE,Singapore,23-01-2025,January,2025,118,Adventure,tt13186482,254567693
127494,-0.284,127494,-0.284,10,Mufasa: The Lion King,FALSE,Singapore,23-01-2025,January,2025,118,Drama,tt13186482,254567693
177981,-0.312,177981,-0.312,7,Mufasa: The Lion King,FALSE,Singapore,16-01-2025,January,2025,118,Animation,tt13186482,254567693
177981,-0.312,177981,-0.312,7,Mufasa: The Lion King,FALSE,Singapore,16-01-2025,January,2025,118,Adventure,tt13186482,254567693
177981,-0.312,177981,-0.312,7,Mufasa: The Lion King,FALSE,Singapore,16-01-2025,January,2025,118,Drama,tt13186482,254567693
258798,-0.265,258798,-0.265,7,Mufasa: The Lion King,FALSE,Singapore,09-01-2025,January,2025,118,Animation,tt13186482,254567693
258798,-0.265,258798,-0.265,7,Mufasa: The Lion King,FALSE,Singapore,09-01-2025,January,2025,118,Adventure,tt13186482,254567693
258798,-0.265,258798,-0.265,7,Mufasa: The Lion King,FALSE,Singapore,09-01-2025,January,2025,118,Drama,tt13186482,254567693
352082,-0.674,352082,-0.674,9,Mufasa: The Lion King,FALSE,Singapore,02-01-2025,January,2025,118,Animation,tt13186482,254567693
352082,-0.674,352082,-0.674,9,Mufasa: The Lion King,FALSE,Singapore,02-01-2025,January,2025,118,Adventure,tt13186482,254567693
352082,-0.674,352082,-0.674,9,Mufasa: The Lion King,FALSE,Singapore,02-01-2025,January,2025,118,Drama,tt13186482,254567693
205894,-0.138,234836,-0.118,20,Mufasa: The Lion King,FALSE,South Africa,07-02-2025,February,2025,118,Animation,tt13186482,254567693
205894,-0.138,234836,-0.118,20,Mufasa: The Lion King,FALSE,South Africa,07-02-2025,February,2025,118,Adventure,tt13186482,254567693
205894,-0.138,234836,-0.118,20,Mufasa: The Lion King,FALSE,South Africa,07-02-2025,February,2025,118,Drama,tt13186482,254567693
273242,-0.156,299295,-0.096,18,Mufasa: The Lion King,FALSE,South Africa,24-01-2025,January,2025,118,Animation,tt13186482,254567693
273242,-0.156,299295,-0.096,18,Mufasa: The Lion King,FALSE,South Africa,24-01-2025,January,2025,118,Adventure,tt13186482,254567693
273242,-0.156,299295,-0.096,18,Mufasa: The Lion King,FALSE,South Africa,24-01-2025,January,2025,118,Drama,tt13186482,254567693
323719,-0.438,331048,-0.433,18,Mufasa: The Lion King,FALSE,South Africa,17-01-2025,January,2025,118,Animation,tt13186482,254567693
323719,-0.438,331048,-0.433,18,Mufasa: The Lion King,FALSE,South Africa,17-01-2025,January,2025,118,Adventure,tt13186482,254567693
